acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,decade
0.0008,0.201,0.984,0.0,0.397,0.9013,0.131,0.3332,0.293,1980
0.451,0.638,0.497,0.271,0.166,0.7182,0.0832,0.3186,0.658,1980
0.0723,0.607,0.302,0.0,0.238,0.7228,0.0376,0.5575,0.404,1980
0.469,0.556,0.654,0.0078,0.511,0.8102,0.13,0.6455,0.695,1980
0.0584,0.614,0.437,0.0253,0.126,0.8069,0.195,0.7362,0.398,1980
0.126,0.562,0.937,0.0001,0.13,0.8273,0.18,0.7406,0.662,1980
0.0242,0.781,0.79,0.0,0.0495,0.8221,0.0318,0.5466,0.942,1980
0.0555,0.725,0.596,0.14,0.0498,0.8022,0.0354,0.569,0.94,1980
0.741,0.294,0.193,0.0029,0.315,0.7211,0.03,0.3485,0.352,1980
0.0001,0.283,0.876,0.256,0.17,0.8685,0.0608,0.6116,0.489,1980
0.333,0.817,0.628,0.779,0.024,0.728,0.0328,0.5101,0.93,1980
0.432,0.596,0.94,0.0076,0.0687,0.8557,0.203,0.6188,0.434,1980
0.144,0.481,0.394,0.0001,0.195,0.7924,0.0246,0.6844,0.359,1980
0.226,0.846,0.716,0.004,0.697,0.8097,0.0868,0.5346,0.78,1980
0.0255,0.509,0.714,0.78,0.138,0.8569,0.0342,0.6221,0.58,1980
0.701,0.646,0.328,0.86,0.112,0.7122,0.0416,0.5108,0.661,1980
0.0815,0.682,0.57,0.844,0.0756,0.8257,0.0985,0.4338,0.786,1980
0.0329,0.295,0.664,0.0096,0.787,0.7795,0.047,0.5211,0.143,1980
0.996,0.203,0.0016,0.891,0.0854,0.3678,0.0427,0.7066,0.0589,1980
0.157,0.636,0.897,0.954,0.12,0.7964,0.159,0.7867,0.52,1980
0.0104,0.769,0.331,0.501,0.104,0.6587,0.048,0.4098,0.783,1980
0.0002,0.432,0.533,0.0039,0.177,0.7022,0.0603,0.2982,0.541,1980
0.478,0.514,0.719,0.0002,0.937,0.8288,0.0585,0.5258,0.705,1980
0.992,0.412,0.12,0.917,0.2,0.5238,0.0381,0.5668,0.477,1980
0.238,0.65,0.277,0.0,0.166,0.717,0.0339,0.5094,0.495,1980
0.173,0.704,0.412,0.0,0.0361,0.71,0.0377,0.5068,0.646,1980
0.0114,0.728,0.479,0.0,0.083,0.703,0.0475,0.5081,0.432,1980
0.101,0.579,0.92,0.0,0.1,0.8083,0.0781,0.4884,0.946,1980
0.119,0.642,0.902,0.0005,0.337,0.8418,0.0592,0.4335,0.818,1980
0.26,0.601,0.897,0.0002,0.989,0.8419,0.0695,0.3997,0.73,1980
0.695,0.15,0.102,0.0111,0.0886,0.6493,0.0343,0.2601,0.039,1980
0.178,0.431,0.634,0.0,0.048,0.8169,0.0327,0.7294,0.869,1980
0.125,0.502,0.918,0.0,0.263,0.7919,0.0369,0.6789,0.397,1980
0.141,0.74,0.453,0.819,0.116,0.772,0.0375,0.4145,0.646,1980
0.845,0.184,0.12,0.625,0.14,0.6109,0.0485,0.4941,0.0379,1980
0.411,0.42,0.667,0.0037,0.0831,0.767,0.035,0.381,0.768,1980
0.836,0.493,0.414,0.0,0.624,0.7338,0.286,0.4368,0.361,1980
0.299,0.824,0.621,0.0,0.356,0.8309,0.0458,0.4881,0.746,1980
0.0055,0.372,0.966,0.0224,0.327,0.8647,0.0808,0.6634,0.759,1980
0.892,0.143,0.197,0.912,0.415,0.7294,0.0437,0.1429,0.0394,1980
0.0334,0.407,0.647,0.0164,0.116,0.721,0.0393,0.508,0.763,1980
0.0077,0.372,0.926,0.729,0.133,0.8985,0.0318,0.3693,0.893,1980
0.882,0.27,0.185,0.6,0.0923,0.6684,0.0404,0.5696,0.226,1980
0.261,0.607,0.354,0.0007,0.0989,0.7222,0.0278,0.5463,0.579,1980
0.0861,0.654,0.328,0.23,0.101,0.6645,0.0621,0.7739,0.82,1980
0.94,0.583,0.397,0.0473,0.0915,0.7286,0.0572,0.7179,0.903,1980
0.666,0.747,0.295,0.111,0.0897,0.7253,0.0315,0.4371,0.744,1980
0.458,0.306,0.437,0.085,0.311,0.7351,0.0383,0.5132,0.215,1980
0.695,0.581,0.518,0.0,0.481,0.7294,0.0714,0.4767,0.85,1980
0.0266,0.728,0.314,0.907,0.135,0.6702,0.0347,0.4907,0.417,1980
0.436,0.622,0.778,0.0,0.0845,0.8153,0.0308,0.7098,0.919,1980
0.185,0.587,0.406,0.0013,0.055,0.7681,0.0384,0.7381,0.527,1980
0.0,0.26,0.962,0.633,0.163,0.8826,0.0919,0.6284,0.784,1980
0.0595,0.359,0.682,0.0079,0.446,0.8286,0.167,0.8422,0.623,1980
0.001,0.566,0.881,0.052,0.233,0.7428,0.0434,0.5127,0.496,1980
0.0044,0.592,0.899,0.834,0.111,0.796,0.0654,0.5482,0.693,1980
0.707,0.378,0.453,0.0,0.109,0.7709,0.0384,0.3184,0.683,1980
0.0059,0.689,0.667,0.875,0.597,0.7896,0.0312,0.44,0.479,1980
0.0944,0.627,0.575,0.0,0.067,0.7473,0.0317,0.5091,0.527,1980
0.0032,0.646,0.505,0.11,0.0762,0.7078,0.0344,0.5655,0.776,1980
0.0338,0.474,0.905,0.0,0.211,0.852,0.0289,0.3636,0.74,1980
0.17,0.626,0.667,0.0,0.112,0.8381,0.0739,0.3656,0.855,1980
0.565,0.544,0.492,0.0,0.237,0.7936,0.0614,0.5971,0.326,1980
0.104,0.643,0.816,0.0,0.169,0.828,0.0321,0.5332,0.849,1980
0.111,0.535,0.589,0.763,0.155,0.7843,0.0428,0.6989,0.851,1980
0.0001,0.399,0.815,0.77,0.077,0.718,0.043,0.6621,0.96,1980
0.0994,0.631,0.701,0.0061,0.203,0.7465,0.209,0.6989,0.539,1980
0.287,0.811,0.496,0.0022,0.0552,0.7908,0.0727,0.5275,0.576,1980
0.943,0.351,0.0006,0.779,0.103,0.6426,0.0704,0.6891,0.36,1980
0.843,0.447,0.321,0.659,0.299,0.6212,0.0381,0.4385,0.265,1980
0.611,0.189,0.0384,0.849,0.19,0.5572,0.0389,0.3007,0.136,1980
0.217,0.746,0.481,0.0,0.127,0.7821,0.0406,0.5017,0.627,1980
0.0618,0.492,0.0912,0.0497,0.101,0.6007,0.0846,0.7094,0.217,1980
0.0054,0.824,0.421,0.0552,0.0464,0.7538,0.0589,0.5477,0.867,1980
0.168,0.417,0.995,0.73,0.0708,0.9296,0.308,0.7082,0.517,1980
0.0047,0.718,0.915,0.0277,0.0405,0.8393,0.0639,0.54,0.689,1980
0.561,0.274,0.726,0.0005,0.373,0.743,0.334,0.3324,0.191,1980
0.0316,0.312,0.847,0.0838,0.0969,0.853,0.0617,0.5887,0.487,1980
0.55,0.0811,0.189,0.0351,0.0837,0.6677,0.036,0.712,0.048,1980
0.347,0.549,0.58,0.0,0.147,0.7728,0.0437,0.5938,0.838,1980
0.397,0.513,0.353,0.0,0.0732,0.7285,0.0377,0.5689,0.187,1980
0.498,0.447,0.589,0.0005,0.0822,0.7919,0.0763,0.7134,0.963,1980
0.993,0.433,0.0294,0.934,0.0743,0.4218,0.0439,0.5348,0.0987,1980
0.0,0.288,0.996,0.0083,0.202,0.8802,0.381,0.3085,0.0876,1980
0.0524,0.422,0.875,0.0,0.324,0.8457,0.249,0.3452,0.33,1980
0.0387,0.388,0.941,0.276,0.0239,0.8007,0.0478,0.4019,0.369,1980
0.0658,0.828,0.752,0.0004,0.212,0.8796,0.0426,0.495,0.959,1980
0.712,0.3,0.165,0.957,0.138,0.6965,0.0327,0.2417,0.139,1980
0.131,0.339,0.828,0.0012,0.536,0.7988,0.0787,0.5979,0.647,1980
0.502,0.458,0.526,0.0,0.221,0.8108,0.0443,0.4682,0.493,1980
0.224,0.699,0.68,0.0,0.0529,0.8108,0.0599,0.4666,0.857,1980
0.373,0.65,0.5,0.0024,0.274,0.746,0.0464,0.562,0.724,1980
0.0,0.632,0.643,0.532,0.0921,0.7518,0.0509,0.5699,0.61,1980
0.493,0.65,0.278,0.0,0.0841,0.7286,0.085,0.536,0.719,1980
0.306,0.292,0.872,0.0,0.0969,0.8478,0.0554,0.3757,0.199,1980
0.993,0.408,0.137,0.911,0.093,0.5703,0.0437,0.4166,0.565,1980
0.709,0.431,0.493,0.0023,0.109,0.7971,0.0487,0.4344,0.292,1980
0.182,0.376,0.439,0.0039,0.261,0.7186,0.048,0.6139,0.536,1980
0.433,0.622,0.501,0.0016,0.241,0.7262,0.0388,0.4042,0.291,1980
0.03,0.382,0.829,0.0,0.707,0.8316,0.0626,0.6896,0.936,1980
0.0125,0.505,0.809,0.0002,0.14,0.775,0.0389,0.5294,0.856,1980
0.191,0.616,0.771,0.0,0.241,0.782,0.0369,0.3568,0.673,1980
0.0548,0.668,0.458,0.0074,0.229,0.671,0.0342,0.5198,0.124,1980
0.0052,0.447,0.944,0.709,0.352,0.8009,0.0416,0.6054,0.564,1980
0.528,0.514,0.818,0.0221,0.167,0.8575,0.046,0.4262,0.96,1980
0.397,0.58,0.37,0.0,0.213,0.7388,0.0267,0.4571,0.382,1980
0.744,0.262,0.0156,0.97,0.0819,0.5491,0.0394,0.2825,0.71,1980
0.68,0.626,0.579,0.0,0.0665,0.7956,0.242,0.38,0.757,1980
0.209,0.715,0.855,0.0845,0.129,0.8576,0.0309,0.4751,0.926,1980
0.0,0.436,0.696,0.821,0.0959,0.7907,0.0328,0.3623,0.408,1980
0.0069,0.322,0.87,0.0,0.357,0.8615,0.045,0.7126,0.793,1980
0.266,0.503,0.688,0.0,0.0793,0.7656,0.046,0.7405,0.646,1980
0.029,0.273,0.857,0.291,0.598,0.7852,0.0686,0.5828,0.138,1980
0.537,0.786,0.713,0.498,0.0853,0.7965,0.0413,0.4403,0.533,1980
0.0243,0.34,0.818,0.0,0.117,0.7532,0.103,0.333,0.564,1980
0.297,0.802,0.828,0.0,0.185,0.8032,0.0426,0.5546,0.97,1980
0.25,0.766,0.533,0.0757,0.0853,0.7741,0.0282,0.4334,0.584,1980
0.838,0.635,0.168,0.0,0.101,0.7232,0.0369,0.4536,0.279,1980
0.502,0.457,0.609,0.0008,0.185,0.7681,0.0424,0.5418,0.9,1980
0.62,0.519,0.529,0.0,0.132,0.7702,0.0307,0.5601,0.862,1980
0.0026,0.374,0.937,0.0,0.182,0.7764,0.125,0.7071,0.263,1980
0.0001,0.268,0.805,0.0001,0.0383,0.753,0.0471,0.4489,0.364,1980
0.076,0.783,0.737,0.0173,0.033,0.8613,0.0597,0.4805,0.811,1980
0.0015,0.568,0.841,0.003,0.125,0.8735,0.0318,0.426,0.636,1980
0.124,0.314,0.662,0.0,0.34,0.7777,0.0329,0.6554,0.701,1980
0.995,0.429,0.0075,0.862,0.0777,0.473,0.0538,0.2701,0.144,1980
0.52,0.376,0.34,0.496,0.453,0.7517,0.0295,0.3113,0.387,1980
0.19,0.681,0.813,0.0,0.105,0.8142,0.0332,0.5043,0.905,1980
0.0043,0.363,0.905,0.0,0.0864,0.8864,0.0386,0.5997,0.839,1980
0.124,0.592,0.577,0.0,0.168,0.7789,0.115,0.437,0.96,1980
0.553,0.58,0.267,0.0,0.106,0.676,0.0339,0.3236,0.302,1980
0.0345,0.887,0.313,0.0,0.1,0.6937,0.434,0.5762,0.803,1980
0.0137,0.542,0.925,0.0,0.49,0.8557,0.0871,0.5865,0.419,1980
0.361,0.592,0.332,0.0,0.114,0.7013,0.0345,0.3647,0.827,1980
0.0076,0.271,0.923,0.0,0.382,0.8889,0.0904,0.4935,0.787,1980
0.0001,0.14,0.963,0.0006,0.0919,0.8775,0.0498,0.722,0.443,1980
0.855,0.487,0.922,0.0,0.956,0.7932,0.759,0.3937,0.483,1980
0.117,0.717,0.792,0.0011,0.0842,0.835,0.0644,0.4359,0.896,1980
0.0098,0.758,0.578,0.0,0.0881,0.762,0.0522,0.5482,0.774,1980
0.181,0.68,0.789,0.0336,0.231,0.7313,0.0309,0.4428,0.946,1980
0.0127,0.518,0.697,0.0001,0.178,0.8249,0.0307,0.5487,0.385,1980
0.119,0.827,0.746,0.0001,0.0618,0.7891,0.0595,0.4339,0.921,1980
0.934,0.506,0.934,0.0,0.651,0.7907,0.945,0.7076,0.22,1980
0.0148,0.603,0.687,0.0,0.0782,0.8198,0.0298,0.448,0.582,1980
0.72,0.758,0.318,0.009,0.107,0.7344,0.0294,0.4328,0.347,1980
0.652,0.42,0.568,0.862,0.27,0.814,0.0559,0.318,0.384,1980
0.88,0.485,0.978,0.0,0.678,0.7908,0.888,0.415,0.0509,1980
0.861,0.221,0.155,0.88,0.104,0.6044,0.0356,0.3255,0.0787,1980
0.0001,0.458,0.695,0.0143,0.134,0.7798,0.0327,0.3219,0.829,1980
0.902,0.578,0.155,0.581,0.307,0.6941,0.0493,0.4115,0.183,1980
0.0497,0.619,0.879,0.001,0.283,0.8419,0.0473,0.6339,0.751,1980
0.0076,0.615,0.54,0.736,0.373,0.7787,0.0438,0.612,0.448,1980
0.499,0.74,0.845,0.0443,0.0864,0.8406,0.0697,0.4911,0.881,1980
0.276,0.599,0.412,0.0,0.093,0.7602,0.0296,0.5043,0.298,1980
0.118,0.714,0.916,0.0,0.265,0.8604,0.0378,0.5041,0.939,1980
0.0043,0.349,0.943,0.0,0.973,0.8525,0.191,0.5623,0.161,1980
0.458,0.508,0.497,0.0,0.124,0.8011,0.0275,0.4058,0.298,1980
0.482,0.295,0.702,0.0,0.0862,0.7828,0.0521,0.4098,0.372,1980
0.0,0.152,0.747,0.0498,0.357,0.7618,0.067,0.6648,0.296,1980
0.0004,0.76,0.565,0.166,0.12,0.7367,0.0448,0.5476,0.6,1980
0.505,0.803,0.272,0.0005,0.0705,0.6321,0.0625,0.4721,0.318,1980
0.0053,0.724,0.711,0.0,0.0831,0.7773,0.0485,0.4395,0.813,1980
0.588,0.225,0.293,0.0,0.128,0.6892,0.0545,0.8287,0.421,1980
0.0086,0.456,0.539,0.0,0.18,0.6696,0.0418,0.7232,0.874,1980
0.73,0.198,0.221,0.896,0.717,0.6795,0.0342,0.2515,0.113,1980
0.181,0.599,0.632,0.0019,0.638,0.8023,0.0432,0.333,0.835,1980
0.001,0.539,0.877,0.0002,0.334,0.7851,0.0462,0.5556,0.687,1980
0.537,0.414,0.948,0.0013,0.0954,0.8827,0.103,0.6482,0.557,1980
0.0175,0.295,0.806,0.0009,0.133,0.7399,0.11,0.5106,0.379,1980
0.0002,0.456,0.928,0.172,0.311,0.8554,0.0593,0.5602,0.73,1980
0.466,0.756,0.324,0.0,0.259,0.7544,0.0417,0.3136,0.709,1980
0.912,0.632,0.0418,0.0078,0.11,0.6385,0.0305,0.3433,0.292,1980
0.868,0.347,0.0894,0.0005,0.185,0.6942,0.0328,0.5539,0.208,1980
0.0104,0.35,0.682,0.0,0.265,0.769,0.0355,0.4521,0.663,1980
0.992,0.35,0.0072,0.892,0.083,0.5041,0.0404,0.4252,0.0973,1980
0.148,0.624,0.683,0.0,0.192,0.7312,0.0282,0.5568,0.971,1980
0.0439,0.769,0.836,0.0,0.115,0.8156,0.0895,0.2986,0.589,1980
0.836,0.52,0.78,0.0,0.725,0.769,0.932,0.4438,0.152,1980
0.52,0.825,0.307,0.0001,0.0495,0.6685,0.0341,0.4591,0.539,1980
0.371,0.67,0.494,0.0,0.511,0.7702,0.0962,0.5044,0.799,1980
0.0204,0.437,0.782,0.301,0.953,0.8456,0.0565,0.5005,0.669,1980
0.992,0.35,0.036,0.892,0.0766,0.5754,0.0475,0.2998,0.0398,1980
0.978,0.571,0.166,0.0,0.253,0.6752,0.0471,0.3847,0.707,1980
0.762,0.619,0.25,0.0,0.0948,0.6955,0.0317,0.3654,0.414,1980
0.0955,0.786,0.732,0.0046,0.131,0.728,0.12,0.5001,0.631,1980
0.0012,0.655,0.842,0.642,0.11,0.8559,0.0264,0.4522,0.727,1980
0.0017,0.516,0.836,0.165,0.136,0.8477,0.0319,0.4776,0.649,1980
0.266,0.448,0.741,0.0002,0.979,0.8075,0.034,0.5503,0.61,1980
0.0167,0.545,0.882,0.0008,0.731,0.8631,0.102,0.5995,0.867,1980
0.404,0.233,0.814,0.0,0.879,0.8738,0.043,0.6874,0.565,1980
0.0337,0.419,0.715,0.0011,0.382,0.7597,0.0413,0.5838,0.311,1980
0.875,0.653,0.302,0.0,0.11,0.7672,0.0392,0.516,0.76,1980
0.101,0.431,0.524,0.531,0.106,0.6827,0.0583,0.5781,0.662,1980
0.392,0.686,0.416,0.011,0.314,0.7189,0.0779,0.3762,0.802,1980
0.478,0.407,0.604,0.0,0.629,0.7637,0.0433,0.4922,0.496,1980
0.878,0.404,0.352,0.0746,0.114,0.715,0.0348,0.5177,0.468,1980
0.947,0.337,0.513,0.0311,0.172,0.7385,0.039,0.5256,0.743,1980
0.933,0.554,0.351,0.163,0.128,0.7423,0.0452,0.5299,0.609,1980
0.588,0.738,0.351,0.634,0.0628,0.6628,0.0328,0.5554,0.771,1980
0.0849,0.829,0.866,0.0015,0.0516,0.8558,0.0813,0.4839,0.855,1980
0.0495,0.641,0.961,0.0008,0.182,0.8795,0.0995,0.487,0.726,1980
0.919,0.689,0.3,0.954,0.23,0.7228,0.0371,0.5247,0.522,1980
0.947,0.341,0.558,0.943,0.673,0.74,0.0358,0.5266,0.748,1980
0.0877,0.552,0.795,0.0015,0.28,0.8138,0.0407,0.5558,0.703,1980
0.499,0.74,0.845,0.0443,0.0864,0.8406,0.0697,0.4911,0.881,1980
0.0756,0.803,0.799,0.0001,0.0507,0.819,0.0486,0.4989,0.8,1980
0.168,0.496,0.932,0.0043,0.954,0.8628,0.0667,0.5263,0.837,1980
0.0094,0.669,0.834,0.0,0.719,0.8701,0.0365,0.4224,0.773,1980
0.0038,0.362,0.871,0.41,0.0555,0.8417,0.0616,0.4449,0.443,1980
0.971,0.377,0.38,0.3,0.262,0.7223,0.0347,0.4166,0.777,1980
0.804,0.565,0.354,0.0,0.926,0.5892,0.929,0.3834,0.489,1980
0.243,0.772,0.792,0.0,0.0297,0.7639,0.033,0.4809,0.969,1980
0.839,0.445,0.38,0.104,0.144,0.727,0.0391,0.5283,0.625,1980
0.384,0.773,0.399,0.0002,0.0645,0.7242,0.119,0.4505,0.527,1980
0.672,0.537,0.391,0.0003,0.212,0.7524,0.0324,0.5209,0.449,1980
0.45,0.665,0.33,0.0,0.137,0.6833,0.0582,0.5193,0.496,1980
0.971,0.54,0.41,0.264,0.141,0.7274,0.0323,0.4203,0.785,1980
0.966,0.68,0.146,0.171,0.196,0.7142,0.04,0.4436,0.613,1980
0.995,0.702,0.08,0.0127,0.248,0.6371,0.676,0.3299,0.357,1980
0.0001,0.42,0.882,0.0154,0.35,0.838,0.0447,0.5272,0.542,1980
0.0009,0.584,0.88,0.0002,0.111,0.8599,0.0336,0.5604,0.812,1980
0.191,0.357,0.752,0.0,0.0877,0.8345,0.044,0.571,0.289,1980
0.128,0.456,0.53,0.0018,0.234,0.7339,0.0335,0.6481,0.523,1980
0.0804,0.826,0.703,0.0119,0.054,0.8284,0.0375,0.4619,0.622,1980
0.523,0.594,0.348,0.0124,0.121,0.7244,0.027,0.4412,0.493,1980
0.0016,0.57,0.58,0.362,0.28,0.7025,0.0301,0.4975,0.802,1980
0.0464,0.507,0.928,0.0007,0.195,0.8015,0.0631,0.5243,0.768,1980
0.176,0.761,0.682,0.0,0.199,0.735,0.116,0.3138,0.964,1980
0.668,0.534,0.739,0.0,0.233,0.8667,0.12,0.423,0.505,1980
0.875,0.335,0.132,0.0004,0.105,0.7049,0.0297,0.3499,0.139,1980
0.183,0.957,0.716,0.0008,0.0616,0.8253,0.069,0.4823,0.961,1980
0.0012,0.158,0.889,0.0,0.171,0.7536,0.0709,0.6937,0.338,1980
0.241,0.749,0.481,0.0621,0.03,0.73,0.0532,0.6857,0.922,1980
0.786,0.65,0.103,0.196,0.181,0.5746,0.0296,0.4317,0.287,1980
0.0,0.272,0.965,0.0424,0.41,0.8338,0.085,0.5629,0.334,1980
0.0424,0.667,0.856,0.742,0.0883,0.8302,0.0853,0.4728,0.481,1980
0.738,0.618,0.466,0.0001,0.269,0.7214,0.141,0.584,0.835,1980
0.85,0.362,0.943,0.0,0.419,0.7373,0.853,0.3437,0.0374,1980
0.875,0.59,0.47,0.0,0.971,0.6106,0.927,0.4512,0.145,1980
0.0952,0.704,0.415,0.0,0.271,0.7127,0.0353,0.5283,0.683,1980
0.0491,0.501,0.97,0.0,0.206,0.8567,0.128,0.5076,0.289,1980
0.985,0.199,0.135,0.676,0.199,0.7083,0.0401,0.4721,0.259,1980
0.124,0.436,0.535,0.0004,0.213,0.7268,0.0919,0.7564,0.882,1980
0.594,0.509,0.403,0.0,0.107,0.7645,0.0268,0.3425,0.38,1980
0.175,0.462,0.983,0.0002,0.567,0.8647,0.199,0.5456,0.406,1980
0.0037,0.269,0.903,0.0,0.114,0.7476,0.129,0.3807,0.0542,1980
0.508,0.81,0.337,0.0,0.136,0.6797,0.0518,0.4744,0.443,1980
0.483,0.67,0.648,0.0,0.144,0.853,0.0375,0.4383,0.615,1980
0.282,0.711,0.3,0.0,0.26,0.7395,0.0286,0.463,0.551,1980
0.0109,0.61,0.575,0.0,0.119,0.8377,0.0273,0.4439,0.634,1980
0.456,0.612,0.453,0.0002,0.316,0.7816,0.135,0.3441,0.337,1980
0.0502,0.77,0.462,0.0,0.0474,0.6958,0.0521,0.4554,0.65,1980
0.0187,0.247,0.995,0.033,0.89,0.8689,0.277,0.4499,0.0616,1980
0.0667,0.462,0.977,0.0,0.814,0.8889,0.198,0.5373,0.664,1980
0.906,0.155,0.0572,0.0001,0.151,0.6327,0.0398,0.333,0.0661,1980
0.98,0.146,0.0183,0.851,0.111,0.4864,0.0391,0.3506,0.0396,1980
0.891,0.427,0.171,0.955,0.379,0.5938,0.0331,0.425,0.924,1980
0.535,0.526,0.584,0.0,0.0876,0.8314,0.0341,0.3365,0.286,1980
0.85,0.676,0.611,0.431,0.129,0.7768,0.0368,0.3309,0.481,1980
0.0001,0.25,0.843,0.0044,0.19,0.8047,0.0772,0.5505,0.377,1980
0.764,0.417,0.983,0.0,0.955,0.7368,0.943,0.305,0.0375,1980
0.235,0.509,0.687,0.0,0.874,0.7641,0.0454,0.4274,0.721,1980
0.438,0.467,0.432,0.0,0.125,0.71,0.0846,0.576,0.523,1980
0.405,0.85,0.422,0.0001,0.0541,0.7212,0.0569,0.4787,0.805,1980
0.238,0.486,0.959,0.0,0.215,0.8474,0.11,0.584,0.384,1980
0.0403,0.416,0.892,0.0001,0.429,0.7809,0.0715,0.6089,0.365,1980
0.0067,0.591,0.982,0.0,0.386,0.8736,0.0387,0.5714,0.942,1980
0.746,0.748,0.288,0.176,0.156,0.6869,0.0283,0.3919,0.855,1980
0.779,0.364,0.225,0.0001,0.0914,0.7563,0.0303,0.3305,0.117,1980
0.0818,0.482,0.591,0.0,0.0461,0.7792,0.0428,0.7055,0.651,1980
0.359,0.38,0.857,0.0,0.363,0.7943,0.055,0.3751,0.455,1980
0.0021,0.549,0.691,0.0,0.0651,0.8011,0.0339,0.4911,0.345,1980
0.0362,0.644,0.852,0.0009,0.255,0.773,0.0604,0.6435,0.772,1980
0.244,0.662,0.801,0.799,0.0678,0.7635,0.0348,0.5558,0.965,1980
0.0084,0.383,0.94,0.0,0.113,0.7874,0.0785,0.4338,0.418,1980
0.0009,0.572,0.813,0.571,0.127,0.7844,0.0522,0.4902,0.153,1980
0.38,0.7,0.583,0.501,0.12,0.7701,0.0681,0.5439,0.768,1980
0.665,0.684,0.492,0.0,0.131,0.7625,0.0351,0.4973,0.89,1980
0.403,0.539,0.836,0.0,0.115,0.858,0.155,0.4527,0.63,1980
0.76,0.51,0.159,0.569,0.138,0.6598,0.0409,0.4903,0.358,1980
0.0147,0.389,0.947,0.0003,0.15,0.7806,0.0549,0.7415,0.93,1980
0.115,0.585,0.753,0.736,0.34,0.8155,0.0422,0.7011,0.611,1980
0.706,0.589,0.29,0.763,0.108,0.6897,0.031,0.3172,0.305,1980
0.426,0.477,0.632,0.534,0.0799,0.748,0.0427,0.3829,0.598,1980
0.0086,0.257,0.945,0.351,0.0597,0.8391,0.101,0.3326,0.044,1980
0.865,0.242,0.389,0.868,0.168,0.6533,0.0451,0.5795,0.0863,1980
0.186,0.432,0.92,0.0,0.255,0.7941,0.0532,0.4016,0.581,1980
0.918,0.242,0.311,0.0001,0.0869,0.7121,0.0389,0.3006,0.118,1980
0.0175,0.71,0.807,0.0001,0.995,0.7946,0.0511,0.4461,0.932,1980
0.946,0.418,0.0804,0.193,0.0936,0.6742,0.0446,0.7058,0.48,1980
0.0518,0.861,0.613,0.0002,0.152,0.7889,0.0369,0.4402,0.863,1980
0.0039,0.493,0.923,0.0391,0.133,0.8454,0.0693,0.6359,0.476,1980
0.641,0.44,0.0981,0.0003,0.0982,0.7048,0.0296,0.3599,0.359,1980
0.0001,0.345,0.876,0.0,0.11,0.8322,0.0408,0.5382,0.605,1980
0.544,0.564,0.564,0.0,0.241,0.7922,0.0286,0.3685,0.734,1980
0.176,0.706,0.753,0.0,0.157,0.7278,0.0473,0.5345,0.703,1980
0.0116,0.364,0.971,0.0,0.535,0.8789,0.0662,0.555,0.46,1980
0.563,0.226,0.228,0.0,0.109,0.7125,0.0301,0.7418,0.182,1980
0.671,0.773,0.631,0.0,0.123,0.8072,0.0528,0.5047,0.88,1980
0.246,0.49,0.733,0.0007,0.16,0.7514,0.0952,0.635,0.785,1980
0.275,0.288,0.477,0.0031,0.184,0.7606,0.0302,0.5886,0.417,1980
0.73,0.655,0.218,0.0,0.382,0.5593,0.926,0.3215,0.374,1980
0.154,0.629,0.561,0.0,0.773,0.8113,0.0339,0.5325,0.593,1980
0.892,0.332,0.0456,0.0035,0.0857,0.6324,0.0317,0.3699,0.165,1980
0.0,0.209,0.945,0.0,0.983,0.8194,0.093,0.6059,0.234,1980
0.226,0.573,0.534,0.0,0.0412,0.7387,0.0449,0.83,0.876,1980
0.194,0.706,0.656,0.0002,0.0497,0.8003,0.0266,0.4173,0.8,1980
0.0006,0.451,0.715,0.75,0.135,0.7332,0.0386,0.6583,0.57,1980
0.0017,0.214,0.864,0.171,0.578,0.8467,0.0467,0.7653,0.734,1980
0.0091,0.439,0.912,0.765,0.117,0.8704,0.0471,0.4492,0.437,1980
0.151,0.627,0.377,0.0001,0.1,0.6956,0.0341,0.3649,0.492,1980
0.0274,0.776,0.678,0.0,0.0462,0.7982,0.138,0.4979,0.871,1980
0.54,0.406,0.299,0.0,0.199,0.7242,0.0376,0.4873,0.608,1980
0.013,0.902,0.567,0.0058,0.157,0.8102,0.0445,0.4846,0.867,1980
0.19,0.685,0.737,0.0001,0.238,0.7316,0.057,0.6139,0.916,1980
0.963,0.276,0.817,0.841,0.289,0.7769,0.0685,0.365,0.562,1980
0.203,0.583,0.684,0.0,0.128,0.753,0.0276,0.3752,0.926,1980
0.0006,0.202,0.981,0.698,0.0418,0.8407,0.1,0.6819,0.0531,1980
0.0001,0.5,0.972,0.158,0.736,0.8569,0.0395,0.4275,0.889,1980
0.138,0.578,0.392,0.0,0.231,0.6961,0.0298,0.4426,0.62,1980
0.653,0.504,0.519,0.0,0.172,0.7593,0.0604,0.4609,0.572,1980
0.208,0.861,0.668,0.0,0.0536,0.8197,0.0856,0.4001,0.929,1980
0.0149,0.476,0.93,0.0001,0.353,0.8718,0.0597,0.6462,0.64,1980
0.319,0.351,0.311,0.126,0.313,0.7215,0.0345,0.3666,0.221,1980
0.0189,0.503,0.88,0.389,0.0541,0.7849,0.072,0.3756,0.651,1980
0.351,0.272,0.872,0.769,0.413,0.8045,0.111,0.561,0.166,1980
0.973,0.217,0.275,0.908,0.134,0.6904,0.0307,0.3507,0.197,1980
0.325,0.814,0.325,0.0001,0.0764,0.7081,0.03,0.4028,0.914,1980
