acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,decade
0.887,0.702,0.327,0.004,0.111,0.7335,0.0308,0.4405,0.664,1980
0.0099,0.86,0.597,0.0089,0.0541,0.8451,0.0581,0.4668,0.836,1980
0.0048,0.771,0.772,0.741,0.0793,0.7871,0.0363,0.5639,0.73,1980
0.0078,0.612,0.874,0.0,0.194,0.8446,0.0391,0.5199,0.805,1980
0.0349,0.86,0.618,0.0008,0.122,0.7655,0.0443,0.6076,0.885,1980
0.0276,0.493,0.696,0.0025,0.132,0.8232,0.0372,0.5382,0.707,1980
0.0055,0.534,0.824,0.164,0.276,0.8558,0.0258,0.4141,0.566,1980
0.106,0.707,0.513,0.0519,0.289,0.7073,0.0295,0.4564,0.791,1980
0.0267,0.286,0.941,0.584,0.746,0.8818,0.234,0.7803,0.473,1980
0.0324,0.286,0.959,0.0123,0.951,0.8048,0.09,0.5981,0.368,1980
0.568,0.218,0.0382,0.92,0.151,0.5145,0.0403,0.2175,0.046,1980
0.0074,0.308,0.904,0.0018,0.252,0.8782,0.0584,0.4538,0.308,1980
0.206,0.797,0.654,0.0021,0.0641,0.7415,0.0389,0.5492,0.963,1980
0.759,0.303,0.442,0.865,0.0946,0.7741,0.0399,0.4092,0.161,1980
0.0267,0.531,0.625,0.726,0.212,0.7266,0.0354,0.5237,0.814,1980
0.882,0.419,0.185,0.0957,0.131,0.6949,0.0328,0.6357,0.13,1980
0.22,0.881,0.718,0.0,0.103,0.8115,0.0977,0.4211,0.887,1980
0.726,0.531,0.772,0.0,0.132,0.8266,0.0478,0.5325,0.899,1980
0.0435,0.282,0.701,0.397,0.865,0.7418,0.103,0.5496,0.0446,1980
0.255,0.644,0.451,0.0003,0.11,0.7398,0.0273,0.612,0.443,1980
0.908,0.193,0.197,0.742,0.123,0.693,0.0368,0.2435,0.0454,1980
0.994,0.421,0.0336,0.941,0.143,0.4744,0.0467,0.5133,0.166,1980
0.346,0.797,0.489,0.0,0.128,0.8265,0.0343,0.4122,0.903,1980
0.0079,0.784,0.466,0.691,0.0805,0.6071,0.0501,0.4282,0.855,1980
0.81,0.258,0.232,0.613,0.0971,0.7466,0.0287,0.5614,0.0363,1980
0.0018,0.343,0.846,0.0001,0.424,0.788,0.0848,0.5408,0.259,1980
0.222,0.227,0.351,0.0,0.118,0.7164,0.0314,0.8258,0.57,1980
0.205,0.758,0.532,0.0,0.0861,0.835,0.0307,0.4148,0.767,1980
0.002,0.877,0.329,0.138,0.0631,0.6457,0.0935,0.4769,0.86,1980
0.747,0.796,0.679,0.735,0.465,0.8101,0.0392,0.4816,0.636,1980
0.744,0.557,0.329,0.0,0.779,0.6669,0.0346,0.5835,0.942,1980
0.149,0.676,0.834,0.0012,0.3,0.8682,0.0399,0.3769,0.968,1980
0.0535,0.457,0.883,0.0013,0.256,0.8563,0.0397,0.6319,0.722,1980
0.0094,0.651,0.622,0.0527,0.251,0.7065,0.0322,0.5581,0.96,1980
0.0844,0.363,0.754,0.0,0.127,0.7678,0.0621,0.4417,0.84,1980
0.0038,0.485,0.603,0.0,0.456,0.7237,0.0522,0.5911,0.85,1980
0.119,0.662,0.694,0.0002,0.207,0.7205,0.0409,0.5751,0.798,1980
0.532,0.482,0.27,0.0,0.243,0.6724,0.0339,0.5733,0.452,1980
0.0008,0.495,0.812,0.324,0.067,0.8493,0.187,0.6065,0.361,1980
0.714,0.623,0.46,0.0,0.108,0.7114,0.0564,0.5246,0.736,1980
0.0132,0.293,0.975,0.981,0.321,0.8613,0.107,0.6806,0.361,1980
0.0021,0.936,0.546,0.0001,0.0415,0.7994,0.161,0.4895,0.553,1980
0.234,0.782,0.27,0.0247,0.0552,0.6586,0.0584,0.4237,0.8,1980
0.161,0.391,0.919,0.0,0.0628,0.804,0.0781,0.6528,0.514,1980
0.875,0.48,0.164,0.781,0.0892,0.6353,0.0654,0.7452,0.238,1980
0.889,0.386,0.34,0.897,0.114,0.6908,0.0543,0.6513,0.0985,1980
0.0584,0.794,0.841,0.0304,0.19,0.806,0.0684,0.4418,0.897,1980
0.685,0.458,0.0408,0.0,0.391,0.5098,0.0392,0.4393,0.268,1980
0.86,0.2,0.334,0.79,0.0961,0.7397,0.0419,0.4634,0.0438,1980
0.0,0.282,0.933,0.0064,0.391,0.8251,0.0847,0.3996,0.287,1980
0.362,0.566,0.341,0.0,0.118,0.6758,0.0723,0.3496,0.67,1980
0.0021,0.524,0.866,0.0119,0.374,0.7089,0.0901,0.6365,0.504,1980
0.0109,0.548,0.523,0.0,0.145,0.7151,0.0799,0.6405,0.902,1980
0.0198,0.482,0.529,0.0005,0.215,0.7943,0.0611,0.5137,0.475,1980
0.0001,0.542,0.866,0.0029,0.439,0.8349,0.0336,0.5909,0.792,1980
0.662,0.527,0.718,0.0,0.971,0.8438,0.0388,0.3146,0.489,1980
0.45,0.693,0.338,0.0,0.0734,0.6997,0.04,0.5591,0.62,1980
0.0409,0.37,0.514,0.0012,0.283,0.8538,0.0302,0.5202,0.17,1980
0.125,0.763,0.596,0.0005,0.171,0.7373,0.0309,0.4966,0.912,1980
0.0075,0.396,0.99,0.0004,0.356,0.8852,0.178,0.6383,0.663,1980
0.187,0.486,0.929,0.0032,0.139,0.8335,0.0437,0.6492,0.82,1980
0.0067,0.731,0.754,0.112,0.163,0.7928,0.0616,0.4218,0.666,1980
0.102,0.751,0.784,0.0,0.412,0.8391,0.0507,0.5148,0.927,1980
0.904,0.707,0.431,0.016,0.126,0.7435,0.0281,0.4116,0.766,1980
0.448,0.539,0.664,0.0,0.129,0.8293,0.0802,0.5931,0.785,1980
0.0012,0.573,0.615,0.0036,0.331,0.718,0.0507,0.5515,0.69,1980
0.167,0.673,0.926,0.168,0.542,0.7952,0.0729,0.4538,0.584,1980
0.938,0.507,0.952,0.0,0.967,0.7926,0.92,0.5704,0.414,1980
0.0005,0.582,0.744,0.0013,0.0405,0.7963,0.0336,0.5463,0.674,1980
0.77,0.51,0.417,0.393,0.062,0.7501,0.0339,0.4284,0.502,1980
0.656,0.587,0.464,0.0001,0.214,0.8162,0.028,0.5619,0.668,1980
0.978,0.555,0.226,0.0,0.12,0.728,0.0384,0.4136,0.506,1980
0.104,0.613,0.644,0.0021,0.278,0.7511,0.0372,0.4432,0.942,1980
0.214,0.534,0.903,0.896,0.0773,0.8267,0.115,0.4443,0.282,1980
0.0016,0.465,0.91,0.0,0.0684,0.8923,0.0582,0.605,0.634,1980
0.812,0.411,0.254,0.0062,0.111,0.7073,0.0338,0.3116,0.125,1980
0.379,0.327,0.994,0.86,0.104,0.7929,0.0473,0.7483,0.215,1980
0.368,0.712,0.746,0.0002,0.336,0.8388,0.0418,0.4131,0.897,1980
0.232,0.883,0.435,0.0,0.0372,0.7276,0.0445,0.4966,0.948,1980
0.244,0.678,0.757,0.0001,0.109,0.8212,0.0326,0.5304,0.79,1980
0.61,0.861,0.561,0.0,0.0946,0.7734,0.0666,0.5971,0.891,1980
0.958,0.354,0.0719,0.821,0.558,0.6394,0.0432,0.3235,0.102,1980
0.0616,0.449,0.826,0.0,0.0957,0.8023,0.0521,0.6708,0.961,1980
0.0078,0.181,0.789,0.0,0.359,0.8684,0.0529,0.5076,0.394,1980
0.16,0.672,0.556,0.0002,0.274,0.7292,0.0281,0.5313,0.904,1980
0.0214,0.438,0.418,0.0,0.33,0.743,0.0394,0.4022,0.844,1980
0.0377,0.207,0.963,0.0001,0.0869,0.8786,0.142,0.7929,0.093,1980
0.79,0.356,0.0901,0.0,0.123,0.6937,0.0306,0.3059,0.131,1980
0.0293,0.659,0.574,0.0,0.165,0.785,0.0341,0.3526,0.768,1980
0.136,0.754,0.802,0.0013,0.259,0.8138,0.039,0.4205,0.881,1980
0.69,0.649,0.339,0.0152,0.137,0.7618,0.0276,0.5081,0.317,1980
0.0606,0.854,0.789,0.0011,0.0847,0.8389,0.0421,0.4729,0.967,1980
0.933,0.451,0.149,0.0044,0.185,0.673,0.0325,0.4222,0.0875,1980
0.585,0.78,0.798,0.0,0.258,0.7337,0.0537,0.4551,0.672,1980
0.277,0.746,0.531,0.271,0.107,0.7582,0.0609,0.383,0.681,1980
0.661,0.589,0.546,0.93,0.301,0.6675,0.0316,0.4154,0.641,1980
0.0779,0.53,0.604,0.058,0.956,0.738,0.032,0.4395,0.416,1980
0.319,0.688,0.654,0.0009,0.056,0.8254,0.0346,0.3264,0.729,1980
0.164,0.608,0.607,0.0007,0.0625,0.8159,0.0307,0.5032,0.782,1980
0.153,0.716,0.592,0.0,0.104,0.7709,0.147,0.484,0.613,1980
0.0124,0.55,0.724,0.0,0.428,0.8217,0.0425,0.4406,0.54,1980
0.354,0.6,0.605,0.0,0.0523,0.8296,0.0291,0.5712,0.386,1980
0.338,0.358,0.485,0.0,0.505,0.7925,0.0372,0.3427,0.374,1980
0.0104,0.595,0.737,0.0044,0.0426,0.7896,0.0349,0.4972,0.867,1980
0.88,0.655,0.31,0.0142,0.19,0.7896,0.031,0.5469,0.333,1980
0.0017,0.256,0.984,0.0,0.336,0.8773,0.157,0.6027,0.0588,1980
0.0003,0.318,0.915,0.0195,0.109,0.8615,0.0569,0.607,0.718,1980
0.44,0.577,0.861,0.0002,0.141,0.865,0.0834,0.4899,0.902,1980
0.701,0.542,0.566,0.0113,0.172,0.7561,0.0293,0.3876,0.754,1980
0.199,0.811,0.426,0.0001,0.103,0.7427,0.126,0.3578,0.695,1980
0.424,0.406,0.292,0.588,0.117,0.6924,0.0312,0.3879,0.128,1980
0.385,0.644,0.554,0.0,0.124,0.8166,0.0257,0.4461,0.497,1980
0.244,0.544,0.72,0.0,0.203,0.7641,0.0539,0.3761,0.528,1980
0.0006,0.449,0.886,0.598,0.249,0.8155,0.0432,0.6283,0.931,1980
0.954,0.122,0.0502,0.952,0.137,0.4858,0.0414,0.3566,0.0322,1980
0.007,0.254,0.987,0.0031,0.381,0.8524,0.336,0.7418,0.525,1980
0.0,0.0993,0.942,0.0006,0.255,0.7958,0.0819,0.6632,0.154,1980
0.0683,0.605,0.558,0.0001,0.0389,0.7512,0.033,0.567,0.632,1980
0.229,0.845,0.331,0.0,0.254,0.7493,0.436,0.3866,0.76,1980
0.553,0.518,0.396,0.0,0.08,0.7237,0.0382,0.4812,0.189,1980
0.347,0.741,0.391,0.0224,0.13,0.7702,0.0293,0.3912,0.467,1980
0.0928,0.637,0.743,0.0,0.108,0.7627,0.0298,0.5398,0.961,1980
0.103,0.516,0.758,0.0002,0.869,0.8625,0.0436,0.4169,0.578,1980
0.257,0.685,0.384,0.0,0.0709,0.7587,0.0259,0.3952,0.347,1980
0.203,0.277,0.433,0.864,0.133,0.6778,0.0735,0.4602,0.173,1980
0.13,0.705,0.707,0.234,0.0722,0.7405,0.122,0.4138,0.667,1980
0.937,0.304,0.197,0.0217,0.177,0.7164,0.0308,0.3632,0.112,1980
0.806,0.639,0.687,0.0445,0.0327,0.8362,0.0362,0.3782,0.872,1980
0.195,0.462,0.284,0.0,0.0997,0.761,0.0281,0.2734,0.104,1980
0.008,0.353,0.869,0.0074,0.407,0.7551,0.0743,0.5941,0.491,1980
0.301,0.681,0.664,0.0,0.0772,0.8138,0.0925,0.4846,0.733,1980
0.039,0.328,0.842,0.0045,0.949,0.8182,0.112,0.3138,0.418,1980
0.993,0.313,0.0191,0.876,0.083,0.5148,0.0523,0.5219,0.0688,1980
0.0589,0.353,0.834,0.0,0.13,0.8402,0.0784,0.6221,0.777,1980
0.471,0.675,0.61,0.004,0.0434,0.7559,0.0674,0.3997,0.865,1980
0.0019,0.62,0.842,0.189,0.35,0.7155,0.0503,0.6388,0.963,1980
0.0002,0.359,0.939,0.0,0.113,0.8682,0.0671,0.6523,0.71,1980
0.556,0.788,0.669,0.0055,0.0719,0.8078,0.033,0.5744,0.968,1980
0.0379,0.855,0.601,0.0,0.0479,0.7326,0.151,0.3751,0.731,1980
0.391,0.591,0.58,0.0,0.193,0.7642,0.0468,0.4337,0.82,1980
0.955,0.351,0.235,0.0162,0.129,0.6732,0.0296,0.3628,0.446,1980
0.364,0.642,0.748,0.301,0.222,0.7812,0.027,0.552,0.935,1980
0.0221,0.607,0.792,0.0032,0.0491,0.7618,0.0321,0.4066,0.782,1980
0.892,0.621,0.299,0.0562,0.135,0.7288,0.0308,0.4492,0.508,1980
0.889,0.633,0.336,0.0,0.108,0.7633,0.0319,0.4786,0.674,1980
0.106,0.445,0.887,0.0583,0.0862,0.8288,0.147,0.6441,0.646,1980
0.831,0.379,0.869,0.0,0.984,0.7616,0.697,0.4505,0.347,1980
0.76,0.4,0.931,0.0,0.929,0.7782,0.908,0.3464,0.0372,1980
0.0016,0.792,0.542,0.0001,0.0588,0.7957,0.0884,0.6757,0.859,1980
0.0978,0.818,0.613,0.0004,0.0762,0.8343,0.0629,0.6284,0.97,1980
0.0001,0.169,0.965,0.0,0.371,0.897,0.107,0.6272,0.202,1980
0.0121,0.327,0.804,0.0799,0.0731,0.7437,0.0442,0.6766,0.415,1980
0.247,0.517,0.557,0.0,0.154,0.7267,0.0774,0.4251,0.802,1980
0.0801,0.757,0.705,0.0025,0.0683,0.8102,0.0486,0.4248,0.872,1980
0.0086,0.396,0.802,0.231,0.103,0.8143,0.0391,0.5059,0.459,1980
0.465,0.529,0.509,0.0,0.294,0.73,0.0319,0.5904,0.945,1980
0.153,0.775,0.63,0.0,0.138,0.831,0.0503,0.3078,0.889,1980
0.9,0.521,0.527,0.0,0.753,0.6189,0.918,0.5339,0.212,1980
0.234,0.473,0.538,0.0,0.247,0.721,0.0474,0.7246,0.82,1980
0.0034,0.297,0.874,0.0094,0.727,0.7983,0.0651,0.5598,0.217,1980
0.58,0.718,0.373,0.0,0.0841,0.7072,0.0637,0.332,0.695,1980
0.589,0.646,0.261,0.0,0.146,0.6734,0.0301,0.4017,0.367,1980
0.982,0.376,0.668,0.946,0.155,0.6213,0.512,0.4715,0.261,1980
0.0022,0.703,0.708,0.75,0.107,0.7551,0.0341,0.4348,0.853,1980
0.0,0.205,0.938,0.713,0.0273,0.7877,0.068,0.7032,0.729,1980
0.007,0.613,0.966,0.0806,0.0341,0.8737,0.0499,0.5507,0.717,1980
0.433,0.567,0.611,0.0,0.271,0.844,0.0579,0.8363,0.969,1980
0.0177,0.36,0.953,0.593,0.0754,0.8223,0.118,0.3755,0.399,1980
0.001,0.435,0.977,0.33,0.329,0.8453,0.0746,0.6063,0.464,1980
0.523,0.217,0.324,0.0852,0.381,0.7125,0.0323,0.516,0.078,1980
0.54,0.801,0.526,0.0,0.0972,0.7543,0.0458,0.4727,0.776,1980
0.357,0.571,0.592,0.0256,0.0913,0.7299,0.0643,0.341,0.471,1980
0.0032,0.679,0.781,0.0001,0.146,0.7586,0.0654,0.6068,0.691,1980
0.382,0.587,0.343,0.0,0.124,0.7519,0.0271,0.5654,0.287,1980
0.163,0.549,0.586,0.0,0.0569,0.7234,0.0418,0.587,0.739,1980
0.0226,0.707,0.648,0.0,0.065,0.8076,0.0374,0.3779,0.826,1980
0.157,0.844,0.432,0.0001,0.118,0.7586,0.0582,0.5141,0.965,1980
0.0507,0.562,0.873,0.0,0.658,0.8186,0.054,0.6192,0.911,1980
0.0461,0.78,0.755,0.0088,0.383,0.8519,0.0392,0.4161,0.862,1980
0.117,0.367,0.482,0.866,0.0897,0.7841,0.0297,0.4498,0.0988,1980
0.0034,0.689,0.722,0.041,0.0488,0.8053,0.0313,0.5045,0.97,1980
0.986,0.73,0.788,0.946,0.114,0.7179,0.529,0.41,0.929,1980
0.992,0.247,0.0025,0.896,0.0946,0.3019,0.0383,0.3061,0.121,1980
0.0002,0.576,0.892,0.401,0.0751,0.7976,0.0635,0.5061,0.606,1980
0.0658,0.547,0.871,0.154,0.152,0.7604,0.0465,0.4983,0.222,1980
0.0706,0.552,0.485,0.0001,0.0706,0.8169,0.0258,0.4405,0.21,1980
0.271,0.693,0.69,0.0,0.0678,0.7975,0.058,0.504,0.747,1980
0.0198,0.25,0.988,0.526,0.668,0.8495,0.13,0.5387,0.161,1980
0.972,0.358,0.248,0.946,0.156,0.5976,0.0443,0.4108,0.589,1980
0.157,0.571,0.893,0.0001,0.281,0.8532,0.0377,0.4152,0.816,1980
0.016,0.357,0.611,0.0,0.306,0.779,0.0295,0.4543,0.385,1980
0.0029,0.283,0.813,0.0,0.107,0.8443,0.0747,0.3186,0.317,1980
0.107,0.626,0.905,0.0,0.407,0.8382,0.0988,0.5187,0.718,1980
0.917,0.518,0.165,0.0,0.0932,0.7479,0.0864,0.3427,0.297,1980
0.0013,0.46,0.92,0.0,0.0825,0.8474,0.081,0.6319,0.893,1980
0.961,0.262,0.11,0.985,0.0829,0.5769,0.0842,0.2908,0.0398,1980
0.788,0.374,0.243,0.0354,0.108,0.724,0.0287,0.6248,0.155,1980
0.0228,0.692,0.707,0.915,0.67,0.8003,0.0302,0.4399,0.514,1980
0.0077,0.302,0.851,0.0001,0.598,0.7721,0.134,0.4551,0.358,1980
0.524,0.68,0.812,0.766,0.131,0.7667,0.0636,0.4531,0.558,1980
0.0252,0.855,0.619,0.0446,0.0437,0.7399,0.0756,0.4565,0.72,1980
0.135,0.667,0.667,0.0,0.174,0.7604,0.0297,0.5366,0.732,1980
0.0143,0.545,0.621,0.0,0.196,0.685,0.0329,0.5351,0.825,1980
0.374,0.635,0.421,0.0,0.245,0.7352,0.0318,0.3988,0.495,1980
0.019,0.796,0.626,0.0298,0.0359,0.7573,0.0792,0.455,0.909,1980
0.0312,0.64,0.921,0.0012,0.075,0.8536,0.0333,0.5591,0.887,1980
0.0033,0.494,0.804,0.0054,0.083,0.8494,0.0389,0.6468,0.799,1980
0.0011,0.402,0.919,0.0029,0.966,0.8377,0.0312,0.5946,0.336,1980
0.0391,0.637,0.724,0.378,0.127,0.77,0.0378,0.493,0.809,1980
0.933,0.414,0.333,0.0996,0.183,0.6961,0.0706,0.7349,0.812,1980
0.0547,0.403,0.974,0.0005,0.349,0.8099,0.104,0.4665,0.245,1980
0.609,0.744,0.192,0.0,0.0914,0.6503,0.059,0.4708,0.673,1980
0.0006,0.256,0.984,0.317,0.241,0.7611,0.0879,0.5251,0.13,1980
0.106,0.557,0.572,0.0,0.192,0.7866,0.0353,0.6013,0.567,1980
0.22,0.541,0.589,0.0005,0.0857,0.82,0.057,0.5578,0.385,1980
0.348,0.604,0.52,0.0,0.135,0.8259,0.0317,0.5548,0.409,1980
0.586,0.594,0.418,0.0,0.493,0.746,0.105,0.6045,0.61,1980
0.0653,0.771,0.883,0.0473,0.303,0.8558,0.0667,0.5203,0.722,1980
0.54,0.602,0.525,0.001,0.495,0.7471,0.0278,0.4793,0.638,1980
0.0001,0.348,0.827,0.0858,0.102,0.8021,0.0721,0.7254,0.264,1980
0.0,0.368,0.946,0.864,0.0749,0.835,0.0871,0.6553,0.576,1980
0.0,0.775,0.473,0.943,0.0291,0.7333,0.075,0.3155,0.69,1980
0.0195,0.734,0.745,0.0014,0.0667,0.8205,0.0468,0.454,0.635,1980
0.0066,0.62,0.754,0.0094,0.149,0.814,0.0249,0.4307,0.764,1980
0.0023,0.317,0.561,0.0001,0.663,0.7565,0.0532,0.5611,0.401,1980
0.404,0.675,0.306,0.0,0.125,0.7203,0.0269,0.3603,0.564,1980
0.0202,0.298,0.718,0.0001,0.338,0.8089,0.0425,0.2713,0.377,1980
0.0002,0.255,0.984,0.91,0.118,0.7841,0.116,0.3932,0.0403,1980
0.557,0.754,0.444,0.0,0.377,0.8059,0.0702,0.4941,0.934,1980
0.0073,0.597,0.975,0.117,0.327,0.8516,0.067,0.4202,0.678,1980
0.663,0.488,0.525,0.0,0.0763,0.7698,0.0747,0.6428,0.83,1980
0.0528,0.62,0.701,0.0004,0.103,0.8173,0.0337,0.335,0.702,1980
0.185,0.661,0.714,0.0,0.264,0.7722,0.0615,0.3853,0.866,1980
0.0003,0.233,0.991,0.597,0.264,0.789,0.175,0.4928,0.0733,1980
0.256,0.694,0.374,0.05,0.149,0.7112,0.0433,0.5143,0.459,1980
0.0006,0.813,0.406,0.0001,0.305,0.7125,0.0658,0.5475,0.635,1980
0.0002,0.371,0.969,0.0019,0.096,0.8232,0.0518,0.4023,0.389,1980
0.924,0.426,0.155,0.81,0.134,0.5929,0.0348,0.557,0.19,1980
0.085,0.595,0.776,0.006,0.165,0.8239,0.127,0.5152,0.58,1980
0.84,0.585,0.47,0.0,0.902,0.5584,0.949,0.2338,0.212,1980
0.0005,0.437,0.765,0.869,0.376,0.8871,0.0286,0.3408,0.359,1980
0.903,0.412,0.284,0.924,0.306,0.6513,0.0394,0.5032,0.51,1980
0.634,0.61,0.553,0.0,0.129,0.8065,0.0236,0.4015,0.637,1980
0.182,0.838,0.463,0.0,0.1,0.7184,0.0327,0.5128,0.963,1980
0.448,0.751,0.499,0.0,0.112,0.7846,0.0244,0.4029,0.534,1980
0.114,0.35,0.922,0.0002,0.113,0.886,0.0726,0.351,0.42,1980
0.0162,0.836,0.474,0.0813,0.251,0.7661,0.0973,0.4462,0.777,1980
0.0003,0.434,0.69,0.0001,0.362,0.747,0.0386,0.4199,0.721,1980
0.121,0.761,0.59,0.0002,0.0703,0.7336,0.0388,0.4542,0.822,1980
0.824,0.657,0.496,0.0046,0.0909,0.7522,0.0839,0.5266,0.926,1980
0.338,0.654,0.673,0.0,0.0235,0.7963,0.0473,0.3848,0.84,1980
0.006,0.425,0.961,0.0003,0.536,0.8511,0.064,0.5243,0.605,1980
0.029,0.413,0.976,0.0,0.294,0.8059,0.11,0.3581,0.524,1980
0.743,0.406,0.408,0.0,0.261,0.7224,0.0387,0.6067,0.58,1980
0.165,0.413,0.928,0.0,0.182,0.8494,0.203,0.6431,0.206,1980
0.0029,0.45,0.817,0.0,0.0892,0.7243,0.0435,0.6381,0.578,1980
0.0072,0.336,0.949,0.0,0.269,0.7747,0.06,0.3935,0.136,1980
0.371,0.559,0.642,0.796,0.0737,0.7283,0.0352,0.4389,0.785,1980
0.0009,0.352,0.656,0.0026,0.184,0.7979,0.114,0.5857,0.498,1980
0.0001,0.542,0.977,0.716,0.0679,0.8328,0.0616,0.4921,0.598,1980
0.993,0.402,0.0322,0.907,0.106,0.4268,0.0397,0.541,0.135,1980
0.182,0.385,0.103,0.0,0.0622,0.6262,0.0627,0.496,0.771,1980
0.0119,0.573,0.862,0.0,0.21,0.8786,0.0583,0.4558,0.777,1980
0.048,0.611,0.671,0.137,0.104,0.774,0.0369,0.6686,0.945,1980
0.0008,0.49,0.699,0.0019,0.0508,0.7312,0.057,0.5301,0.316,1980
0.102,0.403,0.442,0.0036,0.138,0.8008,0.0348,0.3901,0.262,1980
0.14,0.419,0.774,0.0,0.129,0.7871,0.0789,0.653,0.957,1980
0.988,0.205,0.271,0.423,0.163,0.6863,0.0384,0.3309,0.134,1980
0.285,0.329,0.91,0.0003,0.971,0.8469,0.0652,0.5778,0.534,1980
0.994,0.231,0.0383,0.873,0.101,0.6145,0.0375,0.3046,0.0359,1980
0.0964,0.627,0.601,0.0,0.156,0.7287,0.0335,0.512,0.879,1980
0.252,0.67,0.415,0.0244,0.0797,0.7151,0.0397,0.4836,0.691,1980
0.0006,0.336,0.803,0.143,0.118,0.855,0.043,0.3713,0.417,1980
0.0188,0.505,0.883,0.0004,0.97,0.8332,0.0578,0.5155,0.363,1980
0.0421,0.7,0.499,0.194,0.0916,0.7143,0.0747,0.4511,0.594,1980
0.208,0.64,0.835,0.0003,0.282,0.8282,0.0411,0.5673,0.559,1980
0.0252,0.536,0.957,0.005,0.0502,0.8449,0.0473,0.7109,0.532,1980
0.0315,0.476,0.848,0.0713,0.193,0.8689,0.0296,0.4843,0.607,1980
0.067,0.484,0.851,0.0001,0.327,0.8021,0.193,0.6449,0.801,1980
0.952,0.228,0.161,0.888,0.124,0.6733,0.0363,0.2911,0.0954,1980
0.0013,0.437,0.818,0.0237,0.0684,0.7958,0.0467,0.5626,0.721,1980
0.191,0.255,0.915,0.0,0.314,0.7972,0.101,0.7057,0.362,1980
0.0001,0.411,0.799,0.0,0.358,0.8037,0.0356,0.3269,0.701,1980
0.101,0.669,0.766,0.0754,0.106,0.8346,0.0459,0.5248,0.717,1980
0.0,0.141,0.835,0.0518,0.207,0.7515,0.111,0.7265,0.362,1980
0.119,0.633,0.989,0.0554,0.48,0.8747,0.0704,0.4244,0.726,1980
0.307,0.566,0.932,0.0,0.342,0.8324,0.0693,0.6353,0.902,1980
0.0171,0.432,0.663,0.0,0.149,0.7473,0.0476,0.6949,0.576,1980
0.0333,0.857,0.519,0.0,0.279,0.7401,0.255,0.6217,0.783,1980
0.786,0.372,0.219,0.0034,0.128,0.6868,0.0327,0.6008,0.228,1980
0.146,0.422,0.369,0.0484,0.1,0.6712,0.047,0.5153,0.641,1980
0.0039,0.34,0.808,0.72,0.0934,0.8034,0.031,0.6662,0.224,1980
0.0033,0.385,0.737,0.671,0.369,0.7897,0.0418,0.5959,0.56,1980
0.603,0.576,0.657,0.0,0.0612,0.8383,0.0416,0.3868,0.901,1980
0.0043,0.872,0.396,0.177,0.0435,0.713,0.0776,0.5032,0.878,1980
0.0058,0.322,0.968,0.0,0.143,0.8965,0.0678,0.662,0.668,1980
0.414,0.592,0.497,0.0039,0.32,0.6896,0.0344,0.4802,0.964,1980
0.792,0.169,0.399,0.854,0.111,0.8268,0.0321,0.3756,0.153,1980
0.909,0.282,0.0643,0.579,0.148,0.6179,0.0391,0.4854,0.184,1980
0.0961,0.528,0.392,0.0,0.0774,0.7271,0.0302,0.5832,0.279,1980
0.0027,0.76,0.798,0.0002,0.0753,0.8068,0.0332,0.4907,0.818,1980
0.0001,0.212,0.941,0.0064,0.261,0.8019,0.139,0.6092,0.159,1980
0.014,0.568,0.884,0.0,0.257,0.7572,0.0388,0.6478,0.355,1980
0.0002,0.448,0.869,0.0031,0.165,0.8404,0.0341,0.6154,0.648,1980
0.896,0.382,0.056,0.876,0.0907,0.5581,0.0371,0.476,0.0603,1980
0.0,0.191,0.962,0.938,0.35,0.8325,0.141,0.4209,0.337,1980
0.0447,0.626,0.743,0.0369,0.0527,0.7465,0.0336,0.5952,0.981,1980
0.923,0.29,0.191,0.0196,0.0854,0.7302,0.0289,0.6158,0.0666,1980
0.0178,0.695,0.952,0.0445,0.361,0.8486,0.0576,0.4595,0.702,1980
0.716,0.685,0.203,0.0,0.12,0.7247,0.029,0.4679,0.189,1980
0.0005,0.56,0.724,0.394,0.0639,0.7634,0.0498,0.7853,0.774,1980
0.297,0.365,0.645,0.996,0.449,0.7362,0.0408,0.577,0.503,1980
0.135,0.542,0.582,0.0006,0.527,0.7761,0.0291,0.453,0.412,1980
0.493,0.567,0.379,0.0001,0.1,0.7637,0.0566,0.3276,0.5,1980
0.0201,0.54,0.78,0.0012,0.155,0.7735,0.06,0.5984,0.906,1980
0.428,0.836,0.245,0.0001,0.12,0.6971,0.0472,0.5468,0.823,1980
0.125,0.776,0.329,0.0002,0.383,0.692,0.0308,0.4456,0.518,1980
0.686,0.172,0.139,0.714,0.157,0.6695,0.0421,0.7267,0.0616,1980
0.985,0.331,0.114,0.843,0.161,0.6415,0.04,0.3489,0.0709,1980
0.994,0.396,0.0424,0.911,0.118,0.5472,0.0388,0.4201,0.175,1980
0.0695,0.8,0.875,0.0001,0.0647,0.7934,0.0991,0.394,0.807,1980
0.492,0.602,0.241,0.0001,0.0474,0.6783,0.0273,0.3202,0.222,1980
0.0001,0.549,0.959,0.381,0.083,0.8848,0.0471,0.4903,0.751,1980
0.0525,0.835,0.434,0.0,0.158,0.6807,0.0467,0.5037,0.73,1980
0.0002,0.407,0.719,0.0,0.261,0.8174,0.0438,0.5813,0.537,1980
0.342,0.59,0.605,0.0001,0.109,0.8351,0.0368,0.3278,0.503,1980
