acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,decade
0.967,0.193,0.105,0.953,0.103,0.5593,0.0449,0.3291,0.0374,2020
0.995,0.258,0.0356,0.904,0.109,0.5705,0.0408,0.2815,0.282,2020
0.445,0.724,0.693,0.0,0.389,0.8554,0.0798,0.5735,0.713,2020
0.0033,0.275,0.846,0.0,0.0905,0.8618,0.0491,0.5245,0.165,2020
0.0198,0.528,0.974,0.0,0.151,0.8878,0.0486,0.4099,0.507,2020
0.154,0.375,0.776,0.0001,0.0925,0.8337,0.274,0.7653,0.647,2020
0.028,0.939,0.397,0.0,0.0919,0.822,0.497,0.5079,0.092,2020
0.0259,0.751,0.714,0.0005,0.0508,0.8378,0.0379,0.4916,0.529,2020
0.126,0.782,0.738,0.0021,0.0692,0.9064,0.122,0.6803,0.755,2020
0.0814,0.755,0.835,0.0,0.116,0.9009,0.172,0.3934,0.582,2020
0.979,0.176,0.0244,0.864,0.0881,0.429,0.0391,0.2653,0.0932,2020
0.476,0.814,0.595,0.0,0.278,0.8186,0.0277,0.4712,0.8,2020
0.603,0.483,0.492,0.0,0.323,0.8364,0.295,0.592,0.66,2020
0.062,0.758,0.927,0.0,0.343,0.9067,0.0537,0.5039,0.738,2020
0.995,0.353,0.075,0.886,0.117,0.5382,0.0379,0.4929,0.317,2020
0.0853,0.901,0.612,0.0,0.236,0.8023,0.469,0.5732,0.78,2020
0.558,0.494,0.456,0.0,0.238,0.8455,0.362,0.5965,0.675,2020
0.896,0.61,0.0316,0.0046,0.108,0.7018,0.0486,0.6226,0.37,2020
0.0514,0.64,0.869,0.0001,0.691,0.8585,0.124,0.4914,0.185,2020
0.535,0.806,0.362,0.045,0.111,0.7771,0.0345,0.5224,0.42,2020
0.995,0.491,0.0509,0.945,0.117,0.5076,0.0509,0.3857,0.561,2020
0.0365,0.642,0.372,0.0,0.149,0.7799,0.582,0.6555,0.119,2020
0.146,0.652,0.595,0.0001,0.0836,0.8763,0.116,0.7057,0.422,2020
0.667,0.499,0.588,0.0,0.144,0.8885,0.0314,0.4916,0.169,2020
0.0104,0.659,0.871,0.0,0.578,0.8441,0.28,0.6149,0.775,2020
0.0114,0.599,0.458,0.0046,0.0996,0.8713,0.0266,0.2867,0.352,2020
0.268,0.952,0.568,0.0001,0.232,0.826,0.144,0.4424,0.392,2020
0.115,0.7,0.92,0.0,0.701,0.9156,0.0536,0.4425,0.685,2020
0.879,0.525,0.286,0.008,0.334,0.6903,0.0347,0.3234,0.574,2020
0.142,0.707,0.51,0.0,0.353,0.833,0.193,0.6515,0.797,2020
0.0208,0.704,0.961,0.594,0.0737,0.8385,0.0719,0.5203,0.145,2020
0.712,0.584,0.655,0.0,0.97,0.8527,0.0306,0.3763,0.604,2020
0.193,0.587,0.56,0.0,0.0891,0.7866,0.648,0.3517,0.859,2020
0.404,0.46,0.916,0.0004,0.0975,0.8061,0.1,0.7062,0.811,2020
0.264,0.503,0.754,0.0001,0.297,0.8827,0.0424,0.4774,0.597,2020
0.527,0.451,0.462,0.0,0.303,0.7993,0.0782,0.3653,0.533,2020
0.311,0.655,0.578,0.0,0.109,0.8502,0.0534,0.5976,0.546,2020
0.39,0.349,0.613,0.0128,0.103,0.8472,0.0309,0.7265,0.28,2020
0.0177,0.841,0.84,0.0,0.11,0.8952,0.0486,0.3853,0.567,2020
0.732,0.819,0.341,0.0,0.16,0.7448,0.415,0.2496,0.963,1920
0.982,0.279,0.211,0.878,0.665,0.6249,0.0366,0.3317,0.0594,1920
0.941,0.241,0.274,0.0,0.0984,0.7869,0.0297,0.3719,0.212,1920
0.957,0.418,0.193,0.0,0.229,0.7815,0.038,0.4165,0.253,1920
0.996,0.518,0.203,0.0,0.115,0.7738,0.0615,0.2713,0.406,1920
0.993,0.389,0.088,0.527,0.363,0.6093,0.0456,0.3805,0.0731,1920
0.996,0.485,0.13,0.151,0.104,0.6028,0.0483,0.265,0.721,1920
0.982,0.684,0.257,0.0,0.504,0.6826,0.399,0.4481,0.771,1920
0.995,0.463,0.26,0.0,0.258,0.6751,0.0557,0.3488,0.826,1920
0.994,0.378,0.115,0.906,0.11,0.5162,0.0414,0.2883,0.578,1920
0.99,0.315,0.363,0.0,0.292,0.7429,0.0546,0.715,0.493,1920
0.912,0.415,0.42,0.89,0.108,0.771,0.114,0.2899,0.212,1920
0.0175,0.527,0.691,0.384,0.358,0.8253,0.0326,0.6552,0.493,1920
0.989,0.384,0.171,0.82,0.116,0.619,0.0319,0.4412,0.282,1920
0.957,0.259,0.212,0.0002,0.236,0.7313,0.0358,0.3512,0.218,1920
0.996,0.541,0.283,0.898,0.393,0.7077,0.0477,0.4465,0.664,1920
0.148,0.604,0.418,0.0382,0.102,0.7585,0.0417,0.328,0.0778,1920
0.971,0.54,0.0848,0.002,0.0887,0.6882,0.075,0.4109,0.527,1920
0.994,0.67,0.113,0.0,0.213,0.6801,0.196,0.3571,0.672,1920
0.994,0.4,0.155,0.0,0.103,0.7208,0.0873,0.6975,0.24,1920
0.995,0.648,0.0995,0.846,0.112,0.5884,0.105,0.2949,0.422,1920
0.995,0.223,0.245,0.876,0.354,0.7143,0.0387,0.5823,0.381,1920
0.97,0.269,0.143,0.469,0.166,0.7986,0.0413,0.5792,0.41,1920
0.993,0.389,0.088,0.527,0.363,0.6093,0.0456,0.3805,0.0731,1920
0.996,0.5,0.274,0.0,0.302,0.7204,0.041,0.3245,0.678,1920
0.388,0.685,0.698,0.0,0.0768,0.8115,0.0421,0.5488,0.723,1920
0.99,0.665,0.231,0.0,0.287,0.7186,0.155,0.5312,0.792,1920
0.992,0.286,0.177,0.932,0.11,0.536,0.0431,0.6856,0.425,1920
0.992,0.332,0.179,0.0,0.432,0.6117,0.0443,0.3101,0.403,1920
0.991,0.484,0.215,0.0005,0.137,0.5916,0.106,0.3125,0.614,1920
0.766,0.453,0.559,0.0104,0.213,0.8132,0.0329,0.6394,0.47,1920
0.384,0.65,0.443,0.0,0.375,0.7912,0.0334,0.5326,0.161,1920
0.991,0.465,0.284,0.0225,0.146,0.6612,0.0591,0.4029,0.791,1920
0.994,0.248,0.0876,0.907,0.165,0.5358,0.0566,0.336,0.077,1920
0.992,0.522,0.29,0.0,0.381,0.7487,0.0522,0.3798,0.651,1920
0.982,0.279,0.211,0.878,0.665,0.6249,0.0366,0.3317,0.0594,1920
0.185,0.577,0.422,0.0349,0.178,0.7657,0.0575,0.3277,0.544,1920
0.969,0.344,0.131,0.0,0.145,0.7163,0.0616,0.7301,0.257,1920
0.258,0.689,0.537,0.0,0.0468,0.7855,0.0282,0.4418,0.525,1920
0.765,0.474,0.398,0.0037,0.202,0.7898,0.0309,0.3111,0.449,1920
0.965,0.278,0.251,0.0,0.111,0.7652,0.0371,0.2864,0.205,1920
0.991,0.371,0.0742,0.0167,0.385,0.625,0.0362,0.5669,0.536,1920
0.709,0.516,0.576,0.226,0.11,0.8269,0.0303,0.5074,0.752,1920
0.993,0.396,0.158,0.738,0.115,0.5589,0.0734,0.5515,0.537,1920
0.849,0.0663,0.0257,0.956,0.0709,0.4521,0.0472,0.3043,0.0348,1920
0.597,0.508,0.5,0.0,0.254,0.8174,0.0345,0.5243,0.275,1920
0.976,0.301,0.233,0.205,0.211,0.5565,0.0449,0.3534,0.647,1920
0.996,0.655,0.119,0.474,0.143,0.583,0.127,0.4364,0.558,1920
0.983,0.213,0.185,0.0,0.189,0.7182,0.0372,0.6765,0.194,1920
0.992,0.241,0.109,0.853,0.0771,0.6376,0.0377,0.3276,0.0379,1920
0.982,0.363,0.12,0.0,0.355,0.7198,0.0452,0.3372,0.222,1920
0.951,0.823,0.329,0.0,0.0646,0.7383,0.143,0.4878,0.959,1920
0.956,0.293,0.232,0.712,0.109,0.6135,0.0679,0.3581,0.619,1920
0.995,0.334,0.147,0.258,0.101,0.5761,0.0486,0.5535,0.524,1920
0.757,0.55,0.515,0.0126,0.375,0.8447,0.0336,0.5079,0.538,1920
0.866,0.312,0.175,0.0,0.366,0.7181,0.0347,0.4818,0.233,1920
0.992,0.251,0.275,0.785,0.294,0.6688,0.0371,0.3862,0.234,1920
0.995,0.514,0.256,0.0,0.349,0.7025,0.0871,0.3256,0.574,1920
0.994,0.263,0.0536,0.927,0.098,0.4988,0.0386,0.53,0.186,1920
0.994,0.426,0.226,0.0,0.235,0.6871,0.0693,0.3016,0.552,1920
0.988,0.341,0.139,0.114,0.304,0.6358,0.0643,0.2787,0.287,1920
0.793,0.199,0.377,0.0,0.112,0.8039,0.0421,0.7382,0.274,1920
0.975,0.418,0.0904,0.0,0.112,0.7224,0.0408,0.2131,0.197,1920
0.994,0.611,0.297,0.0,0.421,0.6922,0.0661,0.5018,0.891,1920
0.987,0.423,0.0926,0.0,0.343,0.7227,0.0437,0.4317,0.197,1920
0.99,0.38,0.525,0.94,0.438,0.7499,0.0432,0.5578,0.817,1920
0.995,0.264,0.287,0.935,0.248,0.731,0.0356,0.3044,0.33,1920
0.995,0.517,0.271,0.0,0.368,0.6971,0.0551,0.3703,0.767,1920
0.973,0.2,0.0916,0.875,0.0756,0.5902,0.0376,0.2672,0.0515,1920
0.994,0.382,0.105,0.48,0.107,0.5757,0.0408,0.3752,0.43,1920
0.985,0.314,0.281,0.0001,0.134,0.7308,0.0648,0.3229,0.354,1920
0.994,0.248,0.0876,0.907,0.165,0.5358,0.0566,0.336,0.077,1920
0.993,0.393,0.156,0.0,0.102,0.7045,0.0458,0.5584,0.192,1920
0.991,0.305,0.273,0.0746,0.377,0.6769,0.0386,0.3392,0.318,1920
0.989,0.384,0.171,0.82,0.116,0.619,0.0319,0.4412,0.282,1920
0.588,0.341,0.256,0.157,0.105,0.6889,0.0461,0.4959,0.0779,1920
0.987,0.544,0.259,0.0532,0.139,0.6662,0.0437,0.3207,0.433,1920
0.978,0.502,0.403,0.0,0.255,0.6763,0.466,0.2781,0.716,1920
0.992,0.464,0.154,0.9,0.112,0.5412,0.192,0.3499,0.603,1920
0.967,0.275,0.309,0.0,0.381,0.7937,0.0354,0.4101,0.165,1920
0.995,0.496,0.124,0.0986,0.231,0.6067,0.0505,0.3395,0.598,1920
0.896,0.16,0.0521,0.846,0.114,0.5692,0.0398,0.3553,0.036,1920
0.983,0.366,0.231,0.905,0.112,0.5487,0.283,0.2591,0.429,1920
0.992,0.38,0.117,0.0,0.105,0.7314,0.0415,0.3543,0.173,1920
0.672,0.403,0.385,0.0003,0.211,0.8377,0.0315,0.5073,0.219,1920
0.959,0.829,0.333,0.0004,0.0841,0.7533,0.103,0.5433,0.919,1920
0.995,0.592,0.0322,0.0573,0.297,0.5349,0.209,0.2866,0.451,1920
0.447,0.708,0.544,0.0375,0.0733,0.8124,0.0316,0.4916,0.406,1920
0.995,0.421,0.231,0.0,0.273,0.697,0.0528,0.3391,0.657,1920
0.994,0.362,0.315,0.636,0.38,0.7186,0.0646,0.3751,0.286,1920
0.992,0.546,0.275,0.0,0.224,0.6559,0.309,0.3301,0.463,1920
0.994,0.263,0.0536,0.927,0.098,0.4988,0.0386,0.53,0.186,1920
0.95,0.607,0.138,0.0,0.114,0.694,0.157,0.4641,0.511,1920
0.104,0.605,0.329,0.0923,0.334,0.7574,0.0354,0.3275,0.272,1920
0.834,0.661,0.489,0.0,0.186,0.7667,0.103,0.5122,0.918,1920
0.993,0.367,0.192,0.947,0.152,0.565,0.296,0.3405,0.637,1920
0.996,0.526,0.247,0.0,0.116,0.7254,0.0483,0.3435,0.775,1920
0.99,0.158,0.0135,0.789,0.0761,0.4532,0.038,0.276,0.0513,1920
0.986,0.509,0.16,0.0,0.116,0.7411,0.0572,0.4478,0.729,1920
0.948,0.348,0.345,0.856,0.11,0.601,0.0654,0.2698,0.73,1920
0.674,0.645,0.445,0.744,0.151,0.7307,0.451,0.4296,0.127,1920
0.994,0.434,0.177,0.0218,0.212,0.6079,0.0512,0.5343,0.457,1920
0.995,0.321,0.0946,0.918,0.104,0.5017,0.0504,0.6964,0.397,1920
0.965,0.51,0.355,0.0,0.155,0.7387,0.124,0.3513,0.727,1920
0.993,0.563,0.184,0.0,0.325,0.7242,0.0512,0.5452,0.654,1920
0.62,0.488,0.475,0.0064,0.107,0.6856,0.0399,0.5734,0.544,1920
0.996,0.548,0.0391,0.933,0.148,0.5759,0.153,0.3097,0.612,1920
0.521,0.298,0.46,0.856,0.436,0.6476,0.453,0.3602,0.402,1920
0.995,0.703,0.28,0.0001,0.163,0.6986,0.174,0.5225,0.897,1920
0.967,0.709,0.289,0.0,0.119,0.7051,0.18,0.4405,0.84,1920
0.996,0.352,0.334,0.0075,0.36,0.7354,0.0594,0.313,0.414,1920
0.985,0.37,0.372,0.0007,0.929,0.6712,0.0865,0.6541,0.753,1920
0.996,0.335,0.304,0.0832,0.102,0.7194,0.0506,0.3137,0.215,1920
0.985,0.335,0.181,0.886,0.0915,0.7453,0.0277,0.5583,0.428,1920
0.994,0.339,0.0958,0.969,0.123,0.5177,0.053,0.3535,0.219,1920
0.972,0.582,0.152,0.0,0.31,0.7244,0.0914,0.3924,0.546,1920
0.994,0.42,0.288,0.0002,0.196,0.7203,0.0701,0.5718,0.4,1920
0.994,0.373,0.176,0.866,0.157,0.5944,0.0703,0.4367,0.383,1920
0.993,0.592,0.408,0.0,0.413,0.7582,0.271,0.3324,0.766,1920
0.992,0.55,0.31,0.0,0.204,0.6981,0.168,0.5155,0.568,1920
0.996,0.482,0.0283,0.77,0.0989,0.573,0.0732,0.3181,0.33,1920
0.974,0.273,0.318,0.163,0.778,0.6484,0.0694,0.3054,0.414,1920
0.993,0.373,0.244,0.0478,0.214,0.584,0.0538,0.4732,0.623,1920
0.996,0.462,0.119,0.88,0.0773,0.6117,0.0793,0.5035,0.407,1920
0.995,0.532,0.375,0.0,0.276,0.731,0.298,0.3293,0.508,1920
0.992,0.458,0.178,0.817,0.413,0.6459,0.0614,0.2832,0.286,1920
0.994,0.52,0.262,0.0009,0.227,0.742,0.132,0.2832,0.575,1920
0.989,0.427,0.18,0.0,0.128,0.6988,0.067,0.3214,0.431,1920
0.996,0.457,0.193,0.348,0.0809,0.6763,0.0655,0.7255,0.671,1920
0.626,0.491,0.439,0.0,0.321,0.7618,0.105,0.7401,0.792,1920
0.995,0.236,0.124,0.981,0.149,0.5799,0.0515,0.293,0.409,1920
0.995,0.43,0.168,0.928,0.246,0.6333,0.0622,0.2412,0.437,1920
0.995,0.545,0.268,0.92,0.112,0.579,0.191,0.5187,0.648,1920
0.991,0.467,0.328,0.0,0.0705,0.7325,0.0354,0.357,0.701,1920
0.996,0.484,0.0558,0.278,0.202,0.5429,0.0575,0.4079,0.636,1920
0.981,0.218,0.394,0.301,0.505,0.6344,0.0388,0.3371,0.749,1920
0.926,0.634,0.004,0.919,0.105,0.4702,0.0377,0.3273,0.396,1920
0.99,0.543,0.424,0.0379,0.861,0.6511,0.269,0.2809,0.659,1920
0.994,0.36,0.0954,0.726,0.107,0.5611,0.064,0.3126,0.344,1920
0.995,0.431,0.2,0.821,0.139,0.5707,0.0322,0.4451,0.543,1920
0.996,0.564,0.053,0.927,0.117,0.5475,0.127,0.5744,0.407,1920
0.992,0.497,0.218,0.0,0.311,0.7275,0.0345,0.3622,0.56,1920
0.996,0.527,0.142,0.907,0.113,0.6154,0.0612,0.5191,0.896,1920
0.979,0.564,0.433,0.0,0.226,0.7107,0.356,0.295,0.601,1920
0.996,0.53,0.147,0.894,0.114,0.591,0.0663,0.2845,0.552,1920
0.993,0.388,0.202,0.917,0.111,0.5297,0.0517,0.742,0.83,1920
0.987,0.716,0.301,0.0,0.277,0.7193,0.105,0.5291,0.969,1920
0.996,0.541,0.161,0.907,0.129,0.6068,0.094,0.5863,0.708,1920
0.995,0.554,0.204,0.0,0.153,0.7084,0.0598,0.3988,0.62,1920
0.994,0.442,0.177,0.0009,0.491,0.6322,0.0571,0.526,0.562,1920
0.996,0.45,0.0522,0.929,0.158,0.4799,0.0583,0.2966,0.413,1920
0.199,0.657,0.325,0.856,0.0931,0.7154,0.254,0.3357,0.105,1920
0.996,0.493,0.0763,0.909,0.169,0.5349,0.0612,0.3085,0.683,1920
0.996,0.53,0.0468,0.937,0.0982,0.5504,0.0853,0.531,0.42,1920
0.144,0.644,0.684,0.802,0.0847,0.8105,0.199,0.4098,0.138,1920
0.984,0.625,0.35,0.0,0.0988,0.6904,0.312,0.3342,0.808,1920
0.995,0.43,0.155,0.952,0.202,0.5217,0.116,0.3957,0.564,1920
0.996,0.366,0.0749,0.924,0.117,0.5271,0.0806,0.3727,0.515,1920
0.995,0.511,0.206,0.0,0.418,0.6967,0.0592,0.2886,0.481,1920
0.995,0.496,0.158,0.638,0.206,0.65,0.0423,0.3272,0.347,1920
0.98,0.422,0.561,0.0,0.966,0.6488,0.461,0.4979,0.528,1920
0.996,0.493,0.0997,0.481,0.192,0.5725,0.0607,0.5204,0.587,1920
0.996,0.656,0.283,0.006,0.155,0.7186,0.191,0.5165,0.67,1920
0.985,0.313,0.102,0.97,0.102,0.4694,0.0436,0.2768,0.312,1920
0.98,0.425,0.308,0.0,0.631,0.6094,0.0534,0.2652,0.509,1920
0.474,0.651,0.574,0.713,0.0597,0.7517,0.104,0.4092,0.412,1920
0.992,0.323,0.106,0.918,0.182,0.546,0.0483,0.2926,0.255,1920
0.995,0.476,0.131,0.929,0.102,0.4765,0.0523,0.2844,0.635,1920
0.993,0.357,0.244,0.0455,0.274,0.6076,0.0478,0.2971,0.559,1920
0.995,0.564,0.178,0.921,0.112,0.5256,0.0432,0.2475,0.706,1920
0.994,0.537,0.153,0.0,0.419,0.7013,0.0898,0.529,0.558,1920
0.995,0.528,0.343,0.0,0.385,0.7053,0.315,0.3409,0.634,1920
0.984,0.831,0.262,0.912,0.204,0.7457,0.0942,0.4286,0.901,1920
0.996,0.614,0.0423,0.0029,0.183,0.7512,0.0535,0.368,0.211,1920
0.996,0.537,0.0443,0.0003,0.152,0.6816,0.0343,0.3297,0.137,1920
0.976,0.665,0.254,0.0022,0.644,0.7849,0.108,0.5151,0.503,1920
0.986,0.771,0.0905,0.0001,0.152,0.8177,0.0613,0.3588,0.601,1920
0.994,0.408,0.145,0.0,0.138,0.7675,0.0501,0.2819,0.294,1920
0.992,0.693,0.027,0.0,0.134,0.7281,0.0562,0.3103,0.402,1920
0.996,0.683,0.0534,0.0003,0.141,0.678,0.0356,0.3256,0.44,1920
0.995,0.709,0.062,0.0034,0.12,0.7485,0.048,0.3517,0.553,1920
0.99,0.71,0.0735,0.0,0.0941,0.7435,0.0488,0.3725,0.494,1920
0.995,0.525,0.232,0.0181,0.461,0.8198,0.0335,0.3119,0.411,1920
0.994,0.708,0.361,0.883,0.103,0.7554,0.0441,0.433,0.902,1920
0.991,0.355,0.114,0.0069,0.108,0.6896,0.0588,0.2864,0.258,1920
0.971,0.691,0.198,0.0089,0.154,0.7648,0.0784,0.4257,0.558,1920
0.992,0.587,0.175,0.0003,0.073,0.784,0.0384,0.4036,0.483,1920
0.996,0.491,0.0583,0.376,0.137,0.6611,0.0431,0.6812,0.556,1920
0.993,0.516,0.146,0.0223,0.172,0.7989,0.0454,0.2915,0.412,1920
0.985,0.544,0.181,0.0256,0.401,0.7559,0.0387,0.5318,0.411,1920
0.995,0.415,0.0795,0.0,0.426,0.6394,0.0908,0.306,0.443,1920
0.991,0.557,0.0792,0.0,0.186,0.7346,0.0541,0.3268,0.494,1920
0.96,0.571,0.269,0.0129,0.121,0.756,0.067,0.4172,0.49,1920
0.995,0.641,0.063,0.0,0.153,0.7487,0.0727,0.2691,0.609,1920
0.996,0.546,0.189,0.908,0.339,0.6893,0.0581,0.329,0.554,1920
0.996,0.602,0.132,0.025,0.164,0.7624,0.0532,0.3158,0.351,1920
0.99,0.72,0.214,0.0,0.148,0.8367,0.07,0.3397,0.58,1920
0.989,0.586,0.113,0.276,0.181,0.7484,0.0607,0.3492,0.484,1920
0.996,0.417,0.0498,0.123,0.169,0.7279,0.0344,0.3223,0.411,1920
0.993,0.703,0.185,0.0021,0.22,0.8093,0.0441,0.4298,0.491,1920
0.986,0.621,0.274,0.63,0.113,0.7502,0.0514,0.3474,0.523,1920
0.994,0.359,0.357,0.819,0.29,0.7547,0.0511,0.8401,0.753,1920
0.996,0.514,0.193,0.199,0.248,0.7216,0.238,0.7402,0.665,1920
0.994,0.8,0.0466,0.0002,0.111,0.7494,0.0578,0.3464,0.489,1920
0.971,0.745,0.396,0.0018,0.238,0.7741,0.481,0.4824,0.751,1920
0.98,0.759,0.454,0.81,0.18,0.7635,0.0822,0.4498,0.889,1920
0.969,0.76,0.251,0.0,0.0561,0.7597,0.0602,0.4443,0.735,1920
0.976,0.603,0.13,0.765,0.0943,0.7245,0.0426,0.5879,0.381,1920
0.995,0.59,0.268,0.252,0.646,0.7155,0.0725,0.7754,0.848,1920
0.995,0.634,0.435,0.881,0.204,0.7451,0.0474,0.4978,0.84,1920
0.973,0.792,0.321,0.795,0.129,0.6948,0.131,0.4449,0.854,1920
0.936,0.587,0.29,0.254,0.115,0.7758,0.177,0.7512,0.929,1920
0.994,0.658,0.0841,0.767,0.088,0.7085,0.0496,0.4977,0.504,1920
0.995,0.52,0.153,0.131,0.353,0.7197,0.044,0.4217,0.319,1920
0.949,0.733,0.418,0.792,0.229,0.7472,0.0765,0.4969,0.961,1920
0.976,0.584,0.201,0.0,0.689,0.7318,0.0575,0.3382,0.58,1920
0.923,0.496,0.311,0.0127,0.252,0.7642,0.124,0.7826,0.718,1920
0.994,0.583,0.214,0.0,0.446,0.7253,0.0423,0.4175,0.647,1920
0.995,0.519,0.272,0.783,0.351,0.6957,0.0627,0.3299,0.469,1920
0.968,0.606,0.261,0.124,0.12,0.7205,0.0679,0.5245,0.657,1920
0.951,0.66,0.118,0.452,0.0841,0.7333,0.0648,0.4437,0.577,1920
0.995,0.63,0.232,0.0063,0.124,0.7262,0.0569,0.672,0.59,1920
0.933,0.679,0.144,0.168,0.0915,0.7191,0.0975,0.4459,0.82,1920
0.971,0.561,0.353,0.13,0.922,0.789,0.0538,0.4413,0.514,1920
0.968,0.454,0.233,0.0333,0.218,0.7612,0.0433,0.4914,0.496,1920
0.983,0.78,0.207,0.0291,0.101,0.7184,0.0771,0.4112,0.879,1920
0.83,0.642,0.274,0.898,0.0398,0.785,0.101,0.7576,0.767,1920
0.988,0.479,0.14,0.65,0.153,0.7086,0.0725,0.3346,0.415,1920
0.928,0.579,0.204,0.0046,0.0901,0.7418,0.0804,0.6323,0.75,1920
0.995,0.551,0.196,0.0032,0.384,0.7095,0.0594,0.3138,0.534,1920
0.942,0.809,0.408,0.0398,0.307,0.7512,0.0846,0.465,0.89,1920
0.882,0.788,0.395,0.844,0.124,0.7199,0.301,0.4643,0.676,1920
0.996,0.602,0.216,0.524,0.0973,0.7476,0.0676,0.5989,0.716,1920
0.963,0.726,0.212,0.688,0.0798,0.7087,0.126,0.3983,0.825,1920
0.989,0.527,0.178,0.0,0.104,0.7076,0.0793,0.4305,0.37,1920
0.996,0.661,0.134,0.0011,0.119,0.7422,0.0763,0.2929,0.575,1920
0.982,0.726,0.254,0.33,0.0398,0.7784,0.124,0.4542,0.456,1920
0.992,0.564,0.203,0.0,0.457,0.7595,0.0743,0.6586,0.814,1920
0.995,0.713,0.231,0.0,0.436,0.7302,0.067,0.4444,0.675,1920
0.97,0.719,0.388,0.526,0.132,0.7621,0.154,0.4845,0.806,1920
0.992,0.615,0.13,0.0805,0.146,0.6989,0.0466,0.446,0.256,1920
0.978,0.598,0.31,0.0337,0.0766,0.7706,0.0714,0.4521,0.537,1920
0.985,0.604,0.325,0.84,0.195,0.7755,0.213,0.6903,0.629,1920
0.988,0.681,0.188,0.0073,0.345,0.7496,0.0482,0.4224,0.387,1920
0.907,0.573,0.246,0.867,0.0752,0.7274,0.224,0.8416,0.965,1920
0.989,0.585,0.228,0.0,0.55,0.7572,0.0475,0.4043,0.576,1920
0.963,0.713,0.294,0.348,0.387,0.7725,0.073,0.3495,0.558,1920
0.994,0.536,0.168,0.121,0.29,0.6937,0.114,0.6926,0.554,1920
0.937,0.625,0.203,0.0208,0.0868,0.7477,0.077,0.5486,0.741,1920
0.989,0.559,0.266,0.847,0.448,0.7861,0.0512,0.4149,0.576,1920
0.979,0.717,0.209,0.439,0.0609,0.7325,0.0622,0.5219,0.889,1920
0.994,0.692,0.477,0.929,0.369,0.7307,0.363,0.4859,0.96,1920
0.977,0.653,0.131,0.733,0.6,0.6395,0.0628,0.5084,0.593,1920
0.945,0.562,0.525,0.0949,0.129,0.7988,0.142,0.6488,0.794,1920
0.927,0.741,0.284,0.0788,0.0633,0.7767,0.0505,0.4336,0.816,1920
0.98,0.78,0.368,0.907,0.0798,0.7227,0.0958,0.4728,0.957,1920
0.995,0.657,0.136,0.0001,0.118,0.7091,0.339,0.297,0.637,1920
0.996,0.66,0.184,0.941,0.305,0.7205,0.0322,0.4397,0.43,1920
0.912,0.68,0.47,0.907,0.0819,0.8043,0.11,0.7417,0.946,1920
0.995,0.673,0.132,0.108,0.26,0.694,0.0771,0.4322,0.587,1920
0.953,0.851,0.221,0.0,0.0692,0.7378,0.0932,0.4771,0.651,1920
0.984,0.5,0.193,0.744,0.227,0.7772,0.0347,0.6034,0.624,1920
0.986,0.604,0.279,0.237,0.275,0.7582,0.0446,0.505,0.594,1920
0.986,0.811,0.151,0.869,0.0965,0.7157,0.0823,0.5242,0.544,1920
0.975,0.553,0.255,0.804,0.531,0.8053,0.0874,0.7447,0.638,1920
0.0006,0.779,0.121,0.805,0.105,0.579,0.0547,0.4097,0.335,1920
0.97,0.614,0.298,0.646,0.0514,0.7673,0.0541,0.5011,0.772,1920
0.981,0.666,0.278,0.405,0.107,0.7181,0.0926,0.4168,0.837,1920
0.98,0.492,0.115,0.0,0.037,0.6924,0.0898,0.7086,0.465,1920
0.995,0.558,0.19,0.572,0.113,0.7107,0.0869,0.6967,0.692,1920
0.99,0.603,0.286,0.0007,0.0682,0.7246,0.0806,0.7234,0.882,1920
0.988,0.536,0.128,0.0,0.314,0.7346,0.0435,0.3767,0.564,1920
0.816,0.678,0.395,0.24,0.1,0.7858,0.133,0.7556,0.832,1920
0.994,0.721,0.238,0.162,0.135,0.7424,0.0419,0.4563,0.655,1920
0.946,0.693,0.319,0.0121,0.497,0.765,0.0545,0.4384,0.648,1920
0.981,0.865,0.326,0.236,0.249,0.7417,0.0492,0.4438,0.854,1920
0.989,0.625,0.275,0.824,0.483,0.7569,0.0358,0.4263,0.763,1920
0.94,0.61,0.784,0.105,0.0835,0.8029,0.266,0.5374,0.688,1920
0.995,0.588,0.209,0.853,0.119,0.7242,0.114,0.6926,0.658,1920
0.983,0.781,0.303,0.0821,0.0582,0.7955,0.0417,0.4535,0.923,1920
0.951,0.826,0.447,0.24,0.0764,0.7719,0.0547,0.3917,0.871,1920
0.99,0.622,0.527,0.879,0.263,0.7754,0.0468,0.3954,0.741,1920
0.986,0.736,0.286,0.0878,0.124,0.7858,0.0457,0.4284,0.924,1920
0.932,0.657,0.363,0.0348,0.189,0.7469,0.4,0.6608,0.665,1920
0.889,0.422,0.392,0.515,0.327,0.7642,0.0388,0.7767,0.921,1920
0.987,0.488,0.204,0.0954,0.327,0.7311,0.0447,0.427,0.366,1920
0.995,0.614,0.504,0.243,0.569,0.774,0.0332,0.4139,0.825,1920
0.952,0.618,0.568,0.868,0.106,0.8006,0.083,0.5285,0.962,1920
0.859,0.765,0.378,0.837,0.25,0.7487,0.0796,0.4316,0.781,1920
0.992,0.674,0.176,0.0264,0.273,0.7433,0.0574,0.4055,0.481,1920
0.922,0.565,0.448,0.0434,0.107,0.7611,0.0554,0.3508,0.753,1920
0.84,0.491,0.33,0.896,0.269,0.7571,0.0763,0.8499,0.918,1920
