acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,decade
0.995,0.343,0.0027,0.924,0.108,0.5011,0.0818,0.2748,0.235,1920
0.994,0.274,0.112,0.924,0.0862,0.6089,0.0387,0.2748,0.0618,1920
0.948,0.667,0.461,0.0,0.0587,0.7617,0.299,0.4308,0.84,1920
0.968,0.377,0.21,0.921,0.689,0.6399,0.0366,0.3943,0.102,1920
0.994,0.823,0.146,0.164,0.22,0.7871,0.231,0.4645,0.595,1920
0.99,0.27,0.0837,0.915,0.0944,0.511,0.0349,0.3133,0.377,1920
0.995,0.403,0.0168,0.95,0.086,0.4864,0.0471,0.3257,0.191,1920
0.665,0.725,0.305,0.0,0.182,0.6372,0.961,0.2897,0.65,1920
0.992,0.817,0.281,0.0504,0.163,0.8063,0.126,0.4845,0.709,1920
0.995,0.518,0.301,0.864,0.0967,0.6132,0.0749,0.5092,0.859,1920
0.995,0.853,0.253,0.662,0.122,0.7422,0.297,0.4707,0.813,1920
0.995,0.845,0.231,0.245,0.112,0.712,0.229,0.4688,0.689,1920
0.994,0.658,0.0936,0.0041,0.109,0.5961,0.353,0.4913,0.745,1920
0.993,0.305,0.0223,0.922,0.104,0.4724,0.0391,0.5149,0.112,1920
0.984,0.37,0.296,0.897,0.0981,0.7326,0.0334,0.4633,0.2,1920
0.994,0.376,0.0719,0.883,0.196,0.5975,0.0352,0.5793,0.0393,1920
0.801,0.646,0.159,0.0,0.2,0.7597,0.0413,0.3557,0.378,1920
0.983,0.821,0.369,0.835,0.0975,0.8283,0.0952,0.4799,0.937,1920
0.995,0.432,0.257,0.0034,0.392,0.6708,0.08,0.3065,0.68,1920
0.995,0.768,0.0232,0.85,0.116,0.5305,0.107,0.4741,0.818,1920
0.891,0.653,0.27,0.0,0.18,0.7486,0.0567,0.3469,0.579,1920
0.993,0.688,0.334,0.782,0.124,0.8003,0.0508,0.4738,0.764,1920
0.214,0.661,0.655,0.0,0.315,0.8674,0.031,0.3441,0.612,1920
0.995,0.324,0.0829,0.913,0.116,0.5482,0.0382,0.5614,0.399,1920
0.991,0.267,0.0533,0.929,0.098,0.4522,0.0326,0.2932,0.532,1920
0.992,0.351,0.0129,0.893,0.13,0.4519,0.0444,0.5314,0.0968,1920
0.992,0.452,0.0558,0.851,0.0967,0.5746,0.0528,0.4996,0.175,1920
0.995,0.752,0.236,0.84,0.11,0.7061,0.278,0.4683,0.77,1920
0.991,0.811,0.184,0.0028,0.189,0.7554,0.092,0.4719,0.901,1920
0.994,0.71,0.191,0.51,0.116,0.739,0.121,0.468,0.738,1920
0.992,0.863,0.285,0.592,0.127,0.8138,0.227,0.4768,0.736,1920
0.0457,0.692,0.881,0.0,0.146,0.8995,0.0461,0.4222,0.433,2020
0.0519,0.82,0.783,0.0,0.111,0.8728,0.141,0.3767,0.52,2020
0.0012,0.904,0.492,0.364,0.125,0.7884,0.155,0.6145,0.257,2020
0.754,0.828,0.182,0.0706,0.15,0.735,0.166,0.6034,0.231,2020
0.0718,0.873,0.389,0.0,0.124,0.7414,0.428,0.4306,0.625,2020
0.0381,0.828,0.738,0.473,0.0917,0.8724,0.0516,0.3892,0.818,2020
0.0029,0.287,0.87,0.0,0.0609,0.8349,0.293,0.3325,0.681,2020
0.0107,0.846,0.324,0.0,0.0966,0.7449,0.667,0.5899,0.399,2020
0.239,0.66,0.664,0.0,0.256,0.8704,0.0491,0.4921,0.432,2020
0.0714,0.743,0.753,0.0,0.088,0.8695,0.0424,0.6434,0.697,2020
0.592,0.598,0.583,0.0,0.109,0.8435,0.259,0.3823,0.36,2020
0.157,0.563,0.584,0.0,0.165,0.8325,0.203,0.6843,0.335,2020
0.181,0.544,0.871,0.0,0.0862,0.8796,0.0392,0.4261,0.511,2020
0.393,0.899,0.475,0.0,0.0443,0.8185,0.337,0.3688,0.699,2020
0.177,0.681,0.414,0.0,0.178,0.8309,0.223,0.6065,0.0734,2020
0.29,0.752,0.729,0.0,0.0783,0.8545,0.174,0.5491,0.366,2020
0.634,0.523,0.458,0.0,0.102,0.7984,0.214,0.5296,0.345,2020
0.971,0.174,0.0422,0.901,0.111,0.4895,0.0445,0.2739,0.0891,2020
0.161,0.707,0.532,0.0,0.184,0.7728,0.117,0.3583,0.55,2020
0.569,0.8,0.205,0.0,0.105,0.708,0.637,0.635,0.58,2020
0.325,0.776,0.752,0.0,0.33,0.8659,0.193,0.5736,0.716,2020
0.0784,0.83,0.837,0.0001,0.0824,0.8646,0.141,0.4751,0.744,2020
0.0149,0.82,0.592,0.0,0.121,0.83,0.29,0.6554,0.4,2020
0.0556,0.549,0.813,0.0,0.207,0.864,0.148,0.622,0.544,2020
0.376,0.679,0.511,0.0,0.251,0.8098,0.0729,0.3728,0.451,2020
0.041,0.949,0.461,0.0,0.083,0.7983,0.234,0.5568,0.655,2020
0.399,0.61,0.61,0.0,0.203,0.846,0.406,0.4935,0.555,2020
0.347,0.498,0.654,0.0,0.258,0.8453,0.164,0.3406,0.359,2020
0.0249,0.629,0.828,0.0002,0.206,0.865,0.173,0.4917,0.512,2020
0.118,0.623,0.79,0.0,0.226,0.8602,0.0473,0.3357,0.694,2020
0.136,0.831,0.36,0.0022,0.0703,0.8132,0.052,0.3073,0.601,2020
0.0612,0.788,0.436,0.0,0.0979,0.7919,0.364,0.532,0.341,2020
0.0359,0.607,0.793,0.0,0.12,0.8596,0.0466,0.5228,0.434,2020
0.13,0.833,0.614,0.0,0.0858,0.8638,0.17,0.4098,0.389,2020
0.0165,0.839,0.701,0.0036,0.0513,0.8452,0.0944,0.4096,0.273,2020
0.996,0.307,0.05,0.94,0.105,0.5017,0.0345,0.5673,0.41,2020
0.479,0.877,0.529,0.0016,0.094,0.842,0.0461,0.4301,0.422,2020
0.0219,0.804,0.852,0.0,0.282,0.8757,0.0575,0.4953,0.752,2020
0.0799,0.619,0.668,0.0,0.122,0.9065,0.271,0.3135,0.147,2020
0.504,0.656,0.645,0.0,0.18,0.8544,0.0397,0.3092,0.669,2020
0.331,0.75,0.585,0.0,0.181,0.8054,0.118,0.6228,0.634,2020
0.0941,0.782,0.706,0.0002,0.115,0.8717,0.19,0.7124,0.855,2020
0.169,0.693,0.558,0.0,0.0867,0.8509,0.0366,0.3194,0.298,2020
0.176,0.763,0.603,0.0,0.0863,0.7955,0.0748,0.5738,0.404,2020
0.0379,0.952,0.722,0.0004,0.119,0.8541,0.19,0.5326,0.759,2020
0.25,0.87,0.668,0.0,0.113,0.8473,0.15,0.3381,0.41,2020
0.0266,0.886,0.646,0.0,0.0857,0.8255,0.328,0.6068,0.798,2020
